CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464288224,ICLN,ISHARES TR,1076300,1076300,15.05M,15.05M,NEW,13.4%
464286772,EWY,ISHARES INC,118100,118100,7.93M,7.93M,NEW,7%
29357K103,ENVA,ENOVA INTL INC,295794,76262,18.58M,4.79M,+34.7%,16.5%
464287200,IVV,ISHARES TR,54511,0,28.66M,0,NO CHANGE,25.5%
37950E101,NORW,GLOBAL X FDS,312180,0,7.86M,0,NO CHANGE,7%
46434G772,EWT,ISHARES INC,153944,0,7.49M,0,NO CHANGE,6.7%
023135106,AMZN,AMAZON COM INC,14625,0,2.64M,0,NO CHANGE,2.3%
88160R101,TSLA,TESLA INC,0,-4000,0,-993.92K,CLOSE,0%
46090E103,QQQ,INVESCO QQQ TR,27417,-4734,12.17M,-2.1M,-14.7%,10.8%
922042718,VSS,VANGUARD INTL EQUITY INDEX F,104140,-34531,12.17M,-4.03M,-24.9%,10.8%
464288869,IWC,ISHARES INC,0,-138467,0,-16.07M,CLOSE,0%
Total,,,,,112.55M,4.57M,+4.5%,100%
