CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,Amazon.com Inc.,32409,32409,5.85M,5.85M,NEW,21.2%
067901108,B,Barrick Gold Corp,248475,248475,4.13M,4.13M,NEW,15%
651639106,NEM,Newmont Mining Corp,92717,92717,3.32M,3.32M,NEW,12.1%
697900108,PAAS,Pan American Silver Corp,158825,158825,2.39M,2.39M,NEW,8.7%
962879102,WPM,Wheaton Precious Metals Corp,27200,27200,1.28M,1.28M,NEW,4.7%
351858105,FNV,Franco - Nevada Corp,10150,10150,1.21M,1.21M,NEW,4.4%
008474108,AEM,Agnico Eagle Mines Ltd,16696,16696,995.33K,995.33K,NEW,3.6%
413216300,HMY,Harmony Gold Mng - Spon ADR,120700,120700,986.12K,986.12K,NEW,3.6%
38059T106,GFI,Gold Fields Ltd.,55200,55200,877.13K,877.13K,NEW,3.2%
496902404,KGC,Kinross Gold Corp,135600,135600,831.69K,831.69K,NEW,3%
284902509,EGO,Eldorado Gold Corp,51000,51000,717.57K,717.57K,NEW,2.6%
G0378L100,AU,Anglogold Ashanti,28900,28900,645.61K,645.61K,NEW,2.3%
29446Y502,EQX,Equinox Gold Corp,94300,94300,568.64K,568.64K,NEW,2.1%
011532108,AGI,Alamos Gold Inc-Class A,38500,38500,567.47K,567.47K,NEW,2.1%
422704106,HL,Hecla Mining Co,113300,113300,544.97K,544.97K,NEW,2%
11777Q209,BTG,B2Gold Corp,168500,168500,441.5K,441.5K,NEW,1.6%
26152H301,DRD,Drdgold Ltd - Sponsored ADR,52000,52000,426.4K,426.4K,NEW,1.5%
780287108,RGLD,Royal Gold Inc,3360,3360,409.28K,409.28K,NEW,1.5%
349915108,,Fortuna Silver Mines Inc,95900,95900,357.71K,357.71K,NEW,1.3%
152006102,CGAU,Centerra Gold Inc,58700,58700,346.6K,346.6K,NEW,1.3%
82835P103,SVM,Silvercorp Metals Inc,56300,56300,183.25K,183.25K,NEW,0.67%
32076V103,AG,First Majestic Silver Corp,22900,22900,134.65K,134.65K,NEW,0.49%
784730103,SSRM,Ssr Mining Inc,22400,22400,99.9K,99.9K,NEW,0.36%
56585A102,MPC,Marathon Petroleum Corporation,120,120,24.18K,24.18K,NEW,0.09%
969457100,WMB,Williams COS INC,510,510,19.88K,19.88K,NEW,0.07%
682680103,OKE,Oneok Inc.,220,220,17.64K,17.64K,NEW,0.06%
91913Y100,VLO,VALERO ENERGY CORP,100,100,17.07K,17.07K,NEW,0.06%
49456B101,KMI,KINDER MORGAN INC,820,820,15.04K,15.04K,NEW,0.05%
718546104,PSX,Phillips 66,80,80,13.07K,13.07K,NEW,0.05%
277432100,EMN,Eastman Chemical Co.,130,130,13.03K,13.03K,NEW,0.05%
907818108,UNP,Union Pacific Corporation,50,50,12.3K,12.3K,NEW,0.04%
231021106,CMI,Cummins INC,40,40,11.79K,11.79K,NEW,0.04%
726503105,PAA,"Plains All American Pipeline, L.p.",660,660,11.59K,11.59K,NEW,0.04%
343412102,FLR,Fluor Corp,270,270,11.42K,11.42K,NEW,0.04%
293792107,EPD,Enterprise Products Partners,380,380,11.09K,11.09K,NEW,0.04%
125269100,CF,CF Industries Holdings INC,130,130,10.82K,10.82K,NEW,0.04%
N53745100,LYB,Lyondellbasell Industries NV,100,100,10.23K,10.23K,NEW,0.04%
447011107,HUN,Huntsman Corp.,390,390,10.15K,10.15K,NEW,0.04%
16411R208,LNG,"Cheniere Energy, Inc.",60,60,9.68K,9.68K,NEW,0.04%
Total,,,,,27.54M,27.54M,+100%,100%
