CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
679580100,ODFL,OLD DOMINION FREIGHT LINE,30000,15000,6.58M,3.29M,+100%,1.3%
227046109,CROX,CROCS,86000,17000,12.4M,2.45M,+24.6%,2.4%
466313103,JBL,JABIL,288000,15000,38.56M,2.01M,+5.5%,7.4%
955306105,WST,WEST PHARMACEUTICAL SERVICES,16000,4000,6.19M,1.55M,+33.3%,1.2%
55024U109,LITE,LUMENTUM,218000,20000,10.34M,948.44K,+10.1%,2%
934423104,WBD,WARNER BROS DISCOVERY INC,740000,85000,6.46M,742.03K,+13%,1.2%
047649108,ATKR,ATKORE,38000,2000,7.32M,385.32K,+5.6%,1.4%
620076307,MSI,MOTOROLA SOLUTIONS,57000,0,20.12M,0,NO CHANGE,3.8%
036752103,ELV,ELEVANCE HEALTH,28000,0,14.52M,0,NO CHANGE,2.8%
62944T105,NVR,NVR,2000,0,12.51M,0,NO CHANGE,2.4%
09857L108,BKNG,BOOKING HOLDINGS,3000,0,12.41M,0,NO CHANGE,2.4%
31428X106,FDX,FEDEX CORP,38000,0,10.95M,0,NO CHANGE,2.1%
016255101,ALGN,ALIGN TECHNOLOGY,33000,0,10.78M,0,NO CHANGE,2.1%
45826H109,ITGR,INTEGER HOLDINGS,92000,0,10.68M,0,NO CHANGE,2%
882508104,TXN,TEXAS INSTRUMENTS,49000,0,8.52M,0,NO CHANGE,1.6%
285512109,EA,ELECTRONIC ARTS INC,63000,0,8.29M,0,NO CHANGE,1.6%
037833100,AAPL,APPLE,44000,0,7.52M,0,NO CHANGE,1.4%
90384S303,ULTA,ULTA BEAUTY,12000,0,6.21M,0,NO CHANGE,1.2%
09062X103,BIIB,BIOGEN,11000,0,2.44M,0,NO CHANGE,0.47%
98985Y108,ZYME,ZYMEWORKS INC,97000,0,1.02M,0,NO CHANGE,0.19%
136635109,CSIQ,CANADIAN SOLAR,51000,0,1.01M,0,NO CHANGE,0.19%
57638P104,MBC,MASTERBRAND,179000,-2000,3.36M,-37.5K,-1.1%,0.64%
04035M102,ARHS,ARHAUS,480000,-4000,7.39M,-61.58K,-0.8%,1.4%
G51502105,JCI,JOHNSON CONTROLS,160000,-1000,10.42M,-65.15K,-0.6%,2%
05465P101,AXNX,AXONICS,25000,-1000,1.75M,-70.08K,-3.8%,0.33%
83417M104,SEDG,SOLAREDGE,80000,-1000,5.71M,-71.35K,-1.2%,1.1%
34964C106,FBIN,FORTUNE BRANDS,114000,-1000,9.68M,-84.91K,-0.9%,1.8%
M5425M103,INMD,INMODE,530000,-4000,11.45M,-86.45K,-0.7%,2.2%
109641100,EAT,BRINKER INTERNATIONAL,211000,-2000,10.51M,-99.58K,-0.9%,2%
88023U101,SGI,TEMPUR SEALY INTERNATIONAL,255000,-2000,14.48M,-113.55K,-0.8%,2.8%
40434L105,HPQ,HP,478000,-4000,14.44M,-120.81K,-0.8%,2.8%
37940X102,GPN,GLOBAL PAYMENTS,106000,-1000,14.15M,-133.48K,-0.9%,2.7%
876030107,TPR,TAPESTRY,288000,-3000,13.7M,-142.66K,-1%,2.6%
46982L108,J,JACOBS SOLUTIONS,92000,-1000,14.22M,-154.53K,-1.1%,2.7%
747525103,QCOM,QUALCOMM,118000,-1000,19.99M,-169.42K,-0.8%,3.8%
171779309,CIEN,CIENA,528000,-4000,26.11M,-197.8K,-0.8%,5%
038222105,AMAT,APPLIED MATERIALS,163000,-1000,33.58M,-205.99K,-0.6%,6.4%
942749102,WTS,WATTS WATER,35000,-1000,7.54M,-215.29K,-2.8%,1.4%
74967X103,RH,RH,19000,-1000,6.74M,-354.84K,-5%,1.3%
594918104,MSFT,MICROSOFT,24000,-1000,10.24M,-426.88K,-4%,2%
159864107,CRL,CHARLES RIVER LABORATORIES,33000,-4000,8.84M,-1.07M,-10.8%,1.7%
883556102,TMO,THERMO FISHER SCIENTIFIC,14000,-2000,8.26M,-1.18M,-12.5%,1.6%
911363109,URI,UNITED RENTALS,9000,-2000,6.25M,-1.39M,-18.2%,1.2%
19247G107,COHR,COHERENT,348000,-45000,21.07M,-2.73M,-11.5%,4%
67066G104,NVDA,NVIDIA,19000,-4000,17.02M,-3.58M,-17.4%,3.3%
002896207,ANF,ABERCROMBIE & FITCH,96000,-33000,11.98M,-4.12M,-25.6%,2.3%
Total,,,,,523.71M,-5.5M,-1.2%,100%
