CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
358054104,FRSH,FRESHWORKS INC,6063870,0,89.2M,0,NO CHANGE,27.7%
82509L107,SHOP,SHOPIFY INC,1242200,0,43.12M,0,NO CHANGE,13.4%
833445109,SNOW,SNOWFLAKE INC,269821,0,38.73M,0,NO CHANGE,12%
852234103,XYZ,BLOCK INC,589353,0,37.03M,0,NO CHANGE,11.5%
23804L103,DDOG,DATADOG,447832,0,32.92M,0,NO CHANGE,10.2%
81141R100,SE,SEA LTD,608445,0,31.66M,0,NO CHANGE,9.8%
G8T10C122,,TIO TECH A,2000000,0,20.12M,0,NO CHANGE,6.3%
10576N102,BRZE,BRAZE INC,442892,0,12.08M,0,NO CHANGE,3.8%
25809K105,DASH,DOORDASH,181250,0,8.85M,0,NO CHANGE,2.8%
146869102,CVNA,CARVANA CO,334355,0,1.58M,0,NO CHANGE,0.49%
94419L101,W,WAYFAIR INC,188120,-175000,6.19M,-5.76M,-48.2%,1.9%
90138F102,TWLO,TWILIO INC,0,-387907,0,-26.82M,CLOSE,0%
Total,,,,,321.48M,-32.58M,-9.2%,100%
