CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,AMAZON COM INC,103705,-5547,8.71M,-465.95K,-5.1%,10.2%
771049103,RBLX,ROBLOX CORP,120648,-17513,3.43M,-498.42K,-12.7%,4%
02079K305,GOOGL,ALPHABET INC,129452,-6336,11.42M,-559.03K,-4.7%,13.4%
79466L302,CRM,SALESFORCE INC,58893,-4265,7.81M,-565.5K,-6.8%,9.2%
573874104,MRVL,MARVELL TECHNOLOGY INC,154475,-15827,5.72M,-586.23K,-9.3%,6.7%
594918104,MSFT,MICROSOFT CORP,55144,-2694,13.22M,-646.08K,-4.7%,15.5%
81762P102,NOW,SERVICENOW INC,27128,-1706,10.53M,-662.39K,-5.9%,12.4%
67066G104,NVDA,NVIDIA CORPORATION,78068,-5392,11.41M,-787.99K,-6.5%,13.4%
037833100,AAPL,APPLE INC,99615,-13160,12.94M,-1.71M,-11.7%,15.2%
37611X100,DNA.MX,GINKGO BIOWORKS HOLDINGS INC,0,-1054343,0,-3.29M,CLOSE,0%
Total,,,,,85.21M,-9.77M,-9.8%,100%
