CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,1000612,428425,4.74M,2.03M,+74.9%,11.7%
530307305,LBRDK,LIBERTY BROADBAND CORP,70147,18400,5.35M,1.4M,+35.6%,13.2%
14161W105,CDLX,CARDLYTICS INC,880081,236175,5.09M,1.37M,+36.7%,12.5%
67181A107,,OAK STR HEALTH INC,285700,0,6.15M,0,NO CHANGE,15.2%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,0,-184433,0,-574K,CLOSE,0%
68280L101,ONEW,ONEWATER MARINE INC,500233,-21346,14.31M,-610.5K,-4.1%,35.3%
20717M103,CFLT,CONFLUENT INC,118100,-35981,2.63M,-800.22K,-23.4%,6.5%
74340E103,PGNY,PROGYNY INC,73539,-30317,2.29M,-944.37K,-29.2%,5.6%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,0,-9454,0,-1.35M,CLOSE,0%
85209W109,SPT,SPROUT SOCIAL INC,0,-41104,0,-2.49M,CLOSE,0%
47973J102,JYNT,JOINT CORP,0,-231716,0,-3.64M,CLOSE,0%
00402L107,ASO,ACADEMY SPORTS & OUTDOORS IN,0,-104723,0,-4.42M,CLOSE,0%
Total,,,,,40.55M,-10.03M,-15.6%,100%
