CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88642R109,TDW,TIDEWATER INC NEW,268271,268271,9.89M,9.89M,NEW,9.9%
675232102,OII,OCEANEERING INTL INC,461275,461275,8.07M,8.07M,NEW,8.1%
29273V100,ET,ENERGY TRANSFER L P,428146,428146,5.08M,5.08M,NEW,5.1%
05722G100,BKR,BAKER HUGHES COMPANY,170323,170323,5.03M,5.03M,NEW,5.1%
88033G407,THC,TENET HEALTHCARE CORP,112838,70006,5.51M,3.42M,+163.4%,5.5%
H8817H100,RIG,TRANSOCEAN LTD,737806,737806,3.36M,3.36M,NEW,3.4%
G69451105,PAX,PATRIA INVESTMENTS LIMITED,226273,226273,3.15M,3.15M,NEW,3.2%
G9460G101,VAL,VALARIS LIMITED,45104,45104,3.05M,3.05M,NEW,3.1%
165167735,EXE,CHESAPEAKE ENERGY CORP,26137,26137,2.47M,2.47M,NEW,2.5%
93627C101,HCC,WARRIOR MET COAL INC,66294,66294,2.3M,2.3M,NEW,2.3%
013872106,AA,ALCOA CORP,45334,45334,2.06M,2.06M,NEW,2.1%
Y8162K204,SBLK,STAR BULK CARRIERS CORP.,102886,102886,1.98M,1.98M,NEW,2%
377320106,,GLATFELTER CORPORATION,889648,594197,2.47M,1.65M,+201.1%,2.5%
87484T108,TALO,TALOS ENERGY INC,120154,53273,2.27M,1.01M,+79.7%,2.3%
58733R102,MELI,MERCADOLIBRE INC,954,954,807.31K,807.31K,NEW,0.81%
302301106,EZPW,EZCORP INC,312202,93556,2.54M,762.48K,+42.8%,2.6%
007903107,AMD,ADVANCED MICRO DEVICES INC,9407,9407,609.29K,609.29K,NEW,0.61%
17888H103,CIVI,CIVITAS RESOURCES INC,49297,8608,2.86M,498.66K,+21.2%,2.9%
009066101,ABNB,AIRBNB INC,4051,4051,346.36K,346.36K,NEW,0.35%
74836W203,QRHC,QUEST RESOURCE HLDG CORP,58006,53316,354.42K,325.76K,+1136.8%,0.36%
934423104,WBD,WARNER BROS DISCOVERY INC,3927,3927,37.23K,37.23K,NEW,0.04%
89421B109,,TRAVELCENTERS OF AMERICA INC,148254,0,6.64M,0,NO CHANGE,6.7%
85207H104,PHYS,SPROTT PHYSICAL GOLD TR,297107,0,4.19M,0,NO CHANGE,4.2%
03769M106,APO,APOLLO GLOBAL MGMT INC,60307,0,3.85M,0,NO CHANGE,3.9%
011532108,AGI,ALAMOS GOLD INC NEW,341728,0,3.45M,0,NO CHANGE,3.5%
08579W103,BERY,BERRY GLOBAL GROUP INC,54200,0,3.28M,0,NO CHANGE,3.3%
008474108,AEM,AGNICO EAGLE MINES LTD,61915,0,3.22M,0,NO CHANGE,3.2%
067901108,B,BARRICK GOLD CORP,169125,0,2.91M,0,NO CHANGE,2.9%
651639106,NEM,NEWMONT CORP,59160,0,2.79M,0,NO CHANGE,2.8%
674215207,CHRD,CHORD ENERGY CORPORATION,19215,0,2.63M,0,NO CHANGE,2.6%
697900108,PAAS,PAN AMERN SILVER CORP,131162,0,2.14M,0,NO CHANGE,2.2%
67074C103,NBB,NUVEEN TAXABLE MUNICPAL INM,5046,0,80.53K,0,NO CHANGE,0.08%
38173M102,GBDC,GOLUB CAP BDC INC,672,0,8.84K,0,NO CHANGE,<.01%
09257W100,BXMT,BLACKSTONE MTG TR INC,185,0,3.92K,0,NO CHANGE,<.01%
05351X101,,AVAYA HLDGS CORP,0,-267334,0,-425K,CLOSE,0%
L0175J104,ASPS,ALTISOURCE PORTFOLIO SOLNS S,0,-75532,0,-990K,CLOSE,0%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC N,0,-3908,0,-3.12M,CLOSE,0%
Total,,,,,99.42M,51.36M,+114.1%,100%
