CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
035128206,,ANGLOGOLD ASHANTI LIMITED,1035500,851500,20.11M,16.54M,+462.8%,1.8%
92859G202,,VIZSLA SILVER CORP,11356422,6288598,13.01M,7.2M,+124.1%,1.2%
78468R663,BIL,SPDR SER TR,155645,67905,14.24M,6.21M,+77.4%,1.3%
29446Y502,EQX,EQUINOX GOLD CORP,7135283,1302877,23.35M,4.26M,+22.3%,2.1%
172755100,CRUS,CIRRUS LOGIC INC,45000,42000,3.35M,3.13M,+1400%,0.3%
30231G102,XOM,EXXON MOBIL CORP,97810,26377,10.79M,2.91M,+36.9%,0.96%
57776F405,,MAVERIX METALS INC,5288916,596507,24.69M,2.78M,+12.7%,2.2%
784730103,SSRM,SSR MNG INC,2904029,168242,45.44M,2.63M,+6.1%,4%
368036109,GATO,GATOS SILVER INC,2054201,608932,8.4M,2.49M,+42.1%,0.75%
21077F100,CTGO,CONTANGO ORE INC,363200,100000,8.32M,2.29M,+38%,0.74%
008474108,AEM,AGNICO EAGLE MINES LTD,1343632,36518,69.78M,1.9M,+2.8%,6.2%
00810F106,ASLE,AERSALE CORPORATION,655000,100000,10.62M,1.62M,+18%,0.95%
82983N108,STR,SITIO ROYALTIES CORP,54698,54698,1.58M,1.58M,NEW,0.14%
55903Q104,MAG,MAG SILVER CORP,5195576,57673,81.16M,900.91K,+1.1%,7.2%
780287108,RGLD,ROYAL GOLD INC,103637,6826,11.68M,769.43K,+7.1%,1%
128030202,CALM,CAL MAINE FOODS INC,185000,10000,10.07M,544.5K,+5.7%,0.9%
11777Q209,BTG,B2GOLD CORP,2357373,149659,8.42M,534.28K,+6.8%,0.75%
78463X202,FEZ,SPDR INDEX SHS FDS,12500,12500,483.75K,483.75K,NEW,0.04%
489398107,KW,KENNEDY-WILSON HOLDINGS INC,617527,29679,9.71M,466.85K,+5%,0.87%
464286822,EWW,ISHARES INC,9400,9400,464.83K,464.83K,NEW,0.04%
