CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,7370124,3630000,34.93M,17.21M,+97.1%,5.9%
023135106,AMZN,AMAZON COM INC,170000,170000,14.28M,14.28M,NEW,2.4%
25809K105,DASH,DOORDASH INC,725000,125000,35.39M,6.1M,+20.8%,5.9%
888787108,TOST,TOAST INC,9598367,335000,173.06M,6.04M,+3.6%,29%
91688F104,UPWK,UPWORK INC,2990000,326633,31.22M,3.41M,+12.3%,5.2%
650111107,NYT,NEW YORK TIMES CO,720000,76635,23.37M,2.49M,+11.9%,3.9%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,367476,51459,17.34M,2.43M,+16.3%,2.9%
81141R100,SE,SEA LTD,756942,0,39.38M,0,NO CHANGE,6.6%
83542D102,,SONDER HOLDINGS INC,1002110,0,1.24M,0,NO CHANGE,0.21%
98954M200,Z,ZILLOW GROUP INC,29511,0,950.55K,0,NO CHANGE,0.16%
98954M101,ZG,ZILLOW GROUP INC,27901,0,870.79K,0,NO CHANGE,0.15%
G2007L105,,CAZOO GROUP LTD,3048472,0,478K,0,NO CHANGE,0.08%
79589L106,IOT,SAMSARA INC,3810663,-9239,47.37M,-114.84K,-0.2%,7.9%
833445109,SNOW,SNOWFLAKE INC,236000,-4000,33.88M,-574.16K,-1.7%,5.7%
83200N103,SMAR,SMARTSHEET INC,250000,-100000,9.84M,-3.94M,-28.6%,1.7%
G4R20B107,INTR,INTER & CO INC,515076,-2934924,1.22M,-6.96M,-85.1%,0.2%
22266T109,CPNG,COUPANG INC,8937768,-40435432,131.47M,-594.81M,-81.9%,22%
Total,,,,,596.29M,-554.43M,-42.3%,100%
