CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
09175A206,BMNR,BitMine Immersion Technologies,7469813,7469813,387.91M,387.91M,NEW,2.3%
88160R101,TSLA,Tesla Inc,3589622,512158,1.6B,227.77M,+16.6%,9.5%
G13311116,SLMT,Brera Holdings PLC,7279620,7279620,218.39M,218.39M,NEW,1.3%
G16910120,BLSH,Bullish,2576709,2576709,163.9M,163.9M,NEW,0.98%
30063P105,EXAS,Exact Sciences Corp,2186168,2186132,119.61M,119.6M,+6072588.9%,0.71%
880770102,TER,Teradyne Inc,2722327,548140,374.7M,75.45M,+25.2%,2.2%
007903107,AMD,Advanced Micro Devices Inc,3057911,349806,494.74M,56.6M,+12.9%,2.9%
07373V105,BEAM,Beam Therapeutics Inc,11038834,2190993,267.91M,53.18M,+24.8%,1.6%
02079K107,GOOG,Alphabet Inc,338956,205190,82.55M,49.97M,+153.4%,0.49%
81663L200,WGS,GeneDx Holdings Corp,446979,446979,48.16M,48.16M,NEW,0.29%
244199105,DE,Deere & Co,329201,105029,150.53M,48.03M,+46.9%,0.9%
88339J105,TTD,Trade Desk Inc/The,2306691,830373,113.05M,40.7M,+56.2%,0.67%
01609W102,BABA,Alibaba Group Holding Ltd,210178,210178,37.57M,37.57M,NEW,0.22%
316841105,FIG,Figma Inc,586023,586023,30.4M,30.4M,NEW,0.18%
009066101,ABNB,Airbnb Inc,1035828,243299,125.77M,29.54M,+30.7%,0.75%
732908108,PONY,Pony AI Inc,1272690,1272690,28.62M,28.62M,NEW,0.17%
67066G104,NVDA,NVIDIA Corporation,1165661,152607,217.49M,28.47M,+15.1%,1.3%
452327109,ILMN,Illumina Inc,1467879,299801,139.4M,28.47M,+25.7%,0.83%
008073108,AVAV,AeroVironment Inc,400457,89697,126.1M,28.24M,+28.9%,0.75%
056752108,BIDU,Baidu Inc,508388,213941,66.99M,28.19M,+72.7%,0.4%
88428H101,ETHQ.TO,3iQ Ether Staking ETF,1671669,1671669,27.23M,27.23M,NEW,0.16%
72352L106,PINS,Pinterest Inc,4770939,828462,153.48M,26.65M,+21%,0.91%
92337F107,VCYT,Veracyte Inc,4465775,665686,153.31M,22.85M,+17.5%,0.91%
502431109,LHX,L3Harris Technologies Inc,219294,68965,66.97M,21.06M,+45.9%,0.4%
46269C102,IRDM,Iridium Communications Inc,6490108,1156580,113.32M,20.19M,+21.7%,0.67%
