CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
907818108,UNP,UNION PAC CORP,1496204,1496204,353.66M,353.66M,NEW,7.4%
76131D103,QSR,RESTAURANT BRANDS INTL INC,8252862,4203300,529.34M,269.6M,+103.8%,11%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,1319000,703000,426.19M,227.15M,+114.1%,8.9%
372460105,GPC,GENUINE PARTS CO,1395000,1395000,193.35M,193.35M,NEW,4%
26969P108,EXP,EAGLE MATLS INC,939660,263403,218.98M,61.38M,+39%,4.6%
03064D108,COLD,AMERICOLD REALTY TRUST INC,3600000,3600000,44.06M,44.06M,NEW,0.92%
12685JAG0,CABO,CABLE ONE INC,14100000,14100000,12.07M,12.07M,NEW,0.25%
31488V107,FERG,FERGUSON ENTERPRISES INC,1155500,23500,259.5M,5.28M,+2.1%,5.4%
256677105,DG,DOLLAR GEN CORP NEW,2666876,0,275.62M,0,NO CHANGE,5.8%
31620M106,FIS,FIDELITY NATL INFORMATION SV,3789711,0,249.89M,0,NO CHANGE,5.2%
36165L108,GDS,GDS HLDGS LTD,3249952,0,125.77M,0,NO CHANGE,2.6%
337738108,FISV,FISERV INC,895000,0,115.39M,0,NO CHANGE,2.4%
G4412G101,HLF,HERBALIFE LTD,7759844,0,65.49M,0,NO CHANGE,1.4%
G61188101,LBTYA,LIBERTY GLOBAL LTD,5076762,0,58.18M,0,NO CHANGE,1.2%
G68707101,PAGS,PAGSEGURO DIGITAL LTD,2500000,0,25M,0,NO CHANGE,0.52%
42703MAF0,HLF,HERBALIFE LTD,17129000,0,15.83M,0,NO CHANGE,0.33%
87507T101,TBN,TAMBORAN RES CORP,570833,0,15.63M,0,NO CHANGE,0.33%
530307107,LBRDA,LIBERTY BROADBAND CORP,0,-7560,0,-740K,CLOSE,0%
G61188127,LBTYK,LIBERTY GLOBAL LTD,21657803,-3000000,254.48M,-35.25M,-12.2%,5.3%
G0250X107,AMCR,AMCOR PLC,0,-5500000,0,-50.55M,CLOSE,0%
G25508105,CRH,CRH PLC,3383395,-442000,405.67M,-53M,-11.6%,8.5%
G4705A100,ICLR,ICON PLC,0,-405000,0,-58.91M,CLOSE,0%
530307305,LBRDK,LIBERTY BROADBAND CORP,0,-745610,0,-73.35M,CLOSE,0%
G96629103,WTW,WILLIS TOWERS WATSON PLC LTD,1089065,-225119,376.22M,-77.77M,-17.1%,7.9%
92552V100,VSAT,VIASAT INC,0,-9190728,0,-134.19M,CLOSE,0%
95082P105,WCC,WESCO INTL INC,1503180,-704421,317.92M,-148.99M,-31.9%,6.6%
02079K107,GOOG,ALPHABET INC,1858138,-775850,452.55M,-188.96M,-29.5%,9.4%
Total,,,,,4.79B,344.86M,+8.4%,100%
