CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03769M106,APO,APOLLO GLOBAL MGMT INC,156000,156000,9.67M,9.67M,NEW,6.1%
358054104,FRSH,FRESHWORKS INC,467000,467000,8.37M,8.37M,NEW,5.3%
62482R107,COOP,MR COOPER GROUP INC,158998,158998,7.26M,7.26M,NEW,4.6%
141788109,CARG,CARGURUS INC,135000,135000,5.73M,5.73M,NEW,3.6%
03213A104,AMPL,AMPLITUDE INC,330300,290000,6.09M,5.34M,+719.6%,3.8%
03831W108,APP,APPLOVIN CORP,293640,92640,16.17M,5.1M,+46.1%,10.2%
81686C104,SEMR,SEMRUSH HLDGS INC,366850,366850,4.38M,4.38M,NEW,2.8%
70451X104,PAYO,PAYONEER GLOBAL INC,2021356,846356,9.02M,3.77M,+72%,5.7%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,127000,57000,7.36M,3.3M,+81.4%,4.6%
98980B103,ZIP,ZIPRECRUITER INC,140000,140000,3.22M,3.22M,NEW,2%
74967X103,RH,RH,8000,8000,2.61M,2.61M,NEW,1.6%
226718104,CRTO,CRITEO S A,736916,90000,20.07M,2.45M,+13.9%,12.7%
N14506104,ESTC,ELASTIC N V,134602,18602,11.97M,1.65M,+16%,7.6%
N97284108,NBIS,YANDEX N V,105000,105000,1.57M,1.57M,NEW,0.99%
M7S64H106,MNDY,MONDAY COM LTD,16300,8500,2.58M,1.34M,+109%,1.6%
00436Q106,ACEL,ACCEL ENTERTAINMENT INC,958086,0,11.67M,0,NO CHANGE,7.4%
898697206,TCX,TUCOWS INC,122308,0,8.35M,0,NO CHANGE,5.3%
G9889V101,ZENV,ZENVIA INC,475263,0,2.9M,0,NO CHANGE,1.8%
M8744T114,TBLAW,TABOOLA.COM LTD,533544,-21950,534K,-21.97K,-4%,0.34%
70451X112,,PAYONEER GLOBAL INC,1306124,-200000,1.5M,-229.99K,-13.3%,0.95%
44891N208,PPLI,IAC INTERACTIVECORP NEW,83255,-5000,8.35M,-501.41K,-5.7%,5.3%
M4R82T106,FVRR,FIVERR INTL LTD,0,-11927,0,-1.36M,CLOSE,0%
23804L103,DDOG,DATADOG INC,0,-13000,0,-2.31M,CLOSE,0%
90138F102,TWLO,TWILIO INC,0,-11083,0,-2.92M,CLOSE,0%
852234103,XYZ,BLOCK INC,0,-23263,0,-3.76M,CLOSE,0%
552953101,MGM,MGM RESORTS INTERNATIONAL,196113,-140000,8.22M,-5.87M,-41.7%,5.2%
24790A101,,DENBURY INC,0,-78080,0,-5.98M,CLOSE,0%
09352U108,BLND,BLEND LABS INC,166603,-1396397,950K,-7.96M,-89.3%,0.6%
03768E105,,APOLLO GLOBAL MGMT INC,0,-120000,0,-8.69M,CLOSE,0%
77543R102,ROKU,ROKU INC,0,-45397,0,-10.36M,CLOSE,0%
Total,,,,,158.54M,15.81M,+8.7%,100%
