CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G46188101,,HORIZON THERAPEUTICS,121000,121000,12.71M,12.71M,NEW,2.3%
368736104,GNRC,GENERAC,29000,29000,8.59M,8.59M,NEW,1.6%
016255101,ALGN,ALIGN TECHNOLOGY,18000,18000,7.79M,7.79M,NEW,1.4%
83417M104,SEDG,SOLAREDGE,53000,23000,17M,7.38M,+76.7%,3.1%
M5425M103,INMD,INMODE,180000,180000,6.63M,6.63M,NEW,1.2%
934423104,WBD,WARNER BROS DISCOVERY INC,242000,242000,6.05M,6.05M,NEW,1.1%
09857L108,BKNG,BOOKING HOLDINGS,4000,2000,9.96M,4.98M,+100%,1.8%
74967X103,RH,RH,31000,14000,10.17M,4.59M,+82.4%,1.9%
773903109,ROK,ROCKWELL AUTOMATION,15000,15000,4.1M,4.1M,NEW,0.76%
46120E602,ISRG,INTUITIVE SURGICAL,11000,11000,3.22M,3.22M,NEW,0.59%
747525103,QCOM,QUALCOMM,138000,15000,21.05M,2.29M,+12.2%,3.9%
15961R105,CHPT,CHARGEPOINT HOLDINGS,232000,108000,4.61M,2.14M,+87.1%,0.85%
67066G104,NVDA,NVIDIA,43000,6000,11.8M,1.65M,+16.2%,2.2%
88023U101,SGI,TEMPUR SEALY INTERNATIONAL,377000,50000,10.52M,1.4M,+15.3%,1.9%
87166B102,,SYNEOS HEALTH,109000,14000,8.83M,1.13M,+14.7%,1.6%
550021109,LULU,LULULEMON ATHLETICA,1000,1000,329K,329K,NEW,0.06%
136635109,CSIQ,CANADIAN SOLAR,24000,9000,836K,313.5K,+60%,0.15%
110122108,BMY,BRISTOL-MYERS SQUIBB,255000,2000,18.6M,145.87K,+0.8%,3.4%
902104108,,II-VI,307000,2000,22.25M,144.96K,+0.7%,4.1%
469814107,J,JACOBS ENGINEERING,97000,1000,13.36M,137.7K,+1%,2.5%
254687106,DIS,WALT DISNEY,52000,1000,7.08M,136.13K,+2%,1.3%
466313103,JBL,JABIL,387000,2000,23.87M,123.34K,+0.5%,4.4%
171779309,CIEN,CIENA,494000,2000,29.97M,121.34K,+0.4%,5.5%
40434L105,HPQ,HP,501000,3000,18.18M,108.83K,+0.6%,3.4%
55024U109,LITE,LUMENTUM,234000,1000,22.85M,97.66K,+0.4%,4.2%
23331A109,DHI,DR HORTON,191000,1000,14.23M,74.49K,+0.5%,2.6%
109641100,EAT,BRINKER INTERNATIONAL,238000,1000,9.06M,38.09K,+0.4%,1.7%
876030107,TPR,TAPESTRY,321000,1000,11.92M,37.14K,+0.3%,2.2%
002896207,ANF,ABERCROMBIE & FITCH,183000,1000,5.85M,31.97K,+0.5%,1.1%
361008105,FNKO,FUNKO,270000,1000,4.66M,17.27K,+0.4%,0.86%
63910B102,,NAUTILUS,1125000,3000,4.63M,12.36K,+0.3%,0.86%
036752103,ELV,ANTHEM,39000,0,19.33M,0,NO CHANGE,3.6%
31428X106,FDX,FEDEX CORP,59000,0,13.74M,0,NO CHANGE,2.5%
G51502105,JCI,JOHNSON CONTROLS,167000,0,10.97M,0,NO CHANGE,2%
37940X102,GPN,GLOBAL PAYMENTS,73000,0,9.97M,0,NO CHANGE,1.8%
882508104,TXN,TEXAS INSTRUMENTS,51000,0,9.41M,0,NO CHANGE,1.7%
714046109,RVTY,PERKINELMER,51000,0,8.98M,0,NO CHANGE,1.7%
037833100,AAPL,APPLE,51000,0,8.95M,0,NO CHANGE,1.7%
594918104,MSFT,MICROSOFT,29000,0,8.95M,0,NO CHANGE,1.7%
278642103,EBAY,EBAY,147000,0,8.43M,0,NO CHANGE,1.6%
67000B104,NOVT,NOVANTA,9000,0,1.28M,0,NO CHANGE,0.24%
344849104,FL,FOOT LOCKER,312000,-31000,9.24M,-918.57K,-9%,1.7%
942749102,WTS,WATTS WATER,16000,-8000,2.21M,-1.11M,-33.3%,0.41%
98985W102,,ZYMEWORKS INC,0,-69000,0,-1.14M,CLOSE,0%
086516101,BBY,BEST BUY,153000,-13000,13.9M,-1.18M,-7.8%,2.6%
285512109,EA,ELECTRONIC ARTS INC,86000,-10000,10.89M,-1.27M,-10.4%,2%
34964C106,FBIN,FORTUNE BRANDS,98000,-17000,7.3M,-1.27M,-14.8%,1.3%
465741106,ITRI,ITRON INC,0,-48000,0,-3.26M,CLOSE,0%
09062X103,BIIB,BIOGEN,12000,-16000,2.6M,-3.46M,-57.1%,0.48%
830566105,SKX,SKECHERS,0,-101000,0,-4.4M,CLOSE,0%
620076307,MSI,MOTOROLA SOLUTIONS,59000,-19000,14.4M,-4.64M,-24.4%,2.7%
031162100,AMGN,AMGEN,25000,-20000,6.14M,-4.91M,-44.4%,1.1%
25470F302,,DISCOVERY INC,0,-241000,0,-5.53M,CLOSE,0%
98956P102,ZBH,ZIMMER BIOMET,0,-64000,0,-8.13M,CLOSE,0%
002824100,ABT,ABBOTT,0,-66000,0,-9.27M,CLOSE,0%
038222105,AMAT,APPLIED MATERIALS,151000,-77000,19.93M,-10.16M,-33.8%,3.7%
336433107,FSLR,FIRST SOLAR INC,49000,-140000,4.12M,-11.77M,-74.1%,0.76%
Total,,,,,541.47M,4.1M,+0.7%,100%
