CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
26603R106,DUOL,DUOLINGO INC,651573,651573,61.97M,61.97M,NEW,6.4%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,17050076,5394727,147.48M,46.66M,+46.3%,15.1%
78486Q101,SVBT,SVB FINANCIAL GROUP,56079,55010,31.37M,30.78M,+5145.9%,3.2%
009066101,ABNB,AIRBNB INC,174846,174846,30.03M,30.03M,NEW,3.1%
04342Y104,ASAN,ASANA INC,623432,378547,24.92M,15.13M,+154.6%,2.6%
G6683N103,NU,NU HLDGS LTD,2037611,1742429,15.73M,13.45M,+590.3%,1.6%
90138F102,TWLO,TWILIO INC,72459,72351,11.94M,11.92M,+66991.7%,1.2%
64110L106,NFLX,NETFLIX INC,27302,27237,10.23M,10.2M,+41903.1%,1%
722304102,PDD,PINDUODUO INC,250498,233266,10.05M,9.36M,+1353.7%,1%
594918104,MSFT,MICROSOFT CORP,44550,25543,13.74M,7.88M,+134.4%,1.4%
91680M107,UPST,UPSTART HOLDINGS INC,1178910,68612,128.61M,7.48M,+6.2%,13.2%
82509L107,SHOP,SHOPIFY INC,11380,10462,7.69M,7.07M,+1139.7%,0.79%
67623L109,OPAD,OFFERPAD SOLUTIONS INC,1135150,1135150,5.71M,5.71M,NEW,0.59%
31810T101,FINV,FINVOLUTION GROUP,15551835,1348218,61.74M,5.35M,+9.5%,6.3%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,44553,22021,10.12M,5M,+97.7%,1%
50202M102,LI,LI AUTO INC,209666,191259,5.41M,4.94M,+1039.1%,0.56%
687793109,OSCR,OSCAR HEALTH INC,472170,472170,4.71M,4.71M,NEW,0.48%
21873J108,,CORE SCIENTIFIC INC,545823,545823,4.49M,4.49M,NEW,0.46%
922280102,VRNS,VARONIS SYS INC,83923,83923,3.99M,3.99M,NEW,0.41%
163092109,CHGG,CHEGG INC,109349,109349,3.97M,3.97M,NEW,0.41%
09857L108,BKNG,BOOKING HOLDINGS INC,1680,1668,3.95M,3.92M,+13900%,0.41%
896945201,TRIP,TRIPADVISOR INC,129383,129383,3.51M,3.51M,NEW,0.36%
852234103,XYZ,BLOCK INC,47547,25503,6.45M,3.46M,+115.7%,0.66%
22266M104,COUR,COURSERA INC,138041,137401,3.18M,3.17M,+21468.9%,0.33%
29975E109,EB,EVENTBRITE INC,190036,190036,2.81M,2.81M,NEW,0.29%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,78349,39091,5.16M,2.58M,+99.6%,0.53%
G8T10C122,,TIO TECH A,237579,237579,2.34M,2.34M,NEW,0.24%
N97284108,NBIS,YANDEX N V,118923,118459,2.25M,2.24M,+25530%,0.23%
69553P100,PD,PAGERDUTY INC,51012,51012,1.74M,1.74M,NEW,0.18%
83406F102,SOFI,SOFI TECHNOLOGIES INC,393072,154887,3.71M,1.46M,+65%,0.38%
75513E101,RTX,RAYTHEON TECHNOLOGIES COR,14500,14500,1.44M,1.44M,NEW,0.15%
30212P303,EXPE,EXPEDIA GROUP INC,6882,6882,1.35M,1.35M,NEW,0.14%
20717M103,CFLT,CONFLUENT INC,30128,30128,1.24M,1.24M,NEW,0.13%
98980G102,ZS,ZSCALER INC,13299,4924,3.21M,1.19M,+58.8%,0.33%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,6016,6016,989.39K,989.39K,NEW,0.1%
91854V107,,VACASA INC,95895,95895,793.05K,793.05K,NEW,0.08%
44812T102,,HUT 8 MNG CORP,568709,142468,3.14M,786.42K,+33.4%,0.32%
268150109,DT,DYNATRACE INC,15532,15532,731.56K,731.56K,NEW,0.08%
254687106,DIS,DISNEY WALT CO,5031,4816,690.05K,660.56K,+2240%,0.07%
007903107,AMD,ADVANCED MICRO DEVICES INC,14945,5902,1.63M,645.32K,+65.3%,0.17%
12047B105,BMBL,BUMBLE INC,21659,21659,627.68K,627.68K,NEW,0.06%
64081V109,NRDY,NERDY INC,116161,116161,591.26K,591.26K,NEW,0.06%
93403J106,WRBY,WARBY PARKER INC,10950,10950,370.22K,370.22K,NEW,0.04%
29355A107,ENPH,ENPHASE ENERGY INC,1863,1770,375.92K,357.15K,+1903.2%,0.04%
45253H101,,IMMUNOGEN INC,73700,73700,350.81K,350.81K,NEW,0.04%
04335A105,ARVN,ARVINAS INC,4550,4550,306.21K,306.21K,NEW,0.03%
573874104,MRVL,MARVELL TECHNOLOGY INC,3348,3348,240.09K,240.09K,NEW,0.02%
594972408,MSTR,MICROSTRATEGY INC,7193,448,3.5M,217.87K,+6.6%,0.36%
22663K107,CRNX,CRINETICS PHARMACEUTICALS IN,9500,9500,208.53K,208.53K,NEW,0.02%
50127T109,KURA,KURA ONCOLOGY INC,12500,12500,201K,201K,NEW,0.02%
67066G104,NVDA,NVIDIA CORPORATION,17481,655,4.77M,178.72K,+3.9%,0.49%
55910K108,,MAGENTA THERAPEUTICS INC,41500,41500,139.85K,139.85K,NEW,0.01%
75943R102,RLAY,RELAY THERAPEUTICS INC,4500,4500,134.69K,134.69K,NEW,0.01%
N5749R100,MRUS,MERUS N V,4561,4561,120.59K,120.59K,NEW,0.01%
36338D108,,GALERA THERAPEUTICS INC,50000,50000,119K,119K,NEW,0.01%
70450Y103,PYPL,PAYPAL HLDGS INC,6308,928,729.52K,107.32K,+17.2%,0.07%
471871103,JSPR,JASPER THERAPEUTICS INC,30000,30000,106.5K,106.5K,NEW,0.01%
48576U106,,KARYOPHARM THERAPEUTICS INC,13000,13000,95.81K,95.81K,NEW,<.01%
04351P101,ASND,ASCENDIS PHARMA A/S,800,800,93.89K,93.89K,NEW,<.01%
492327101,KROS,KEROS THERAPEUTICS INC,1700,1700,92.45K,92.45K,NEW,<.01%
12529R107,CCCC,C4 THERAPEUTICS INC,3800,3800,92.19K,92.19K,NEW,<.01%
984241109,YMAB,Y-MABS THERAPEUTICS INC,7000,7000,83.16K,83.16K,NEW,<.01%
92337C104,,VERASTEM INC,50000,50000,70.5K,70.5K,NEW,<.01%
74374N102,,PROVENTION BIO INC,7500,7500,54.9K,54.9K,NEW,<.01%
N14506104,ESTC,ELASTIC N V,8759,497,779.11K,44.21K,+6%,0.08%
372427401,GNCAQ,GENOCEA BIOSCIENCES INC,35000,35000,43.75K,43.75K,NEW,<.01%
3621LQ109,,G1 THERAPEUTICS INC,5000,5000,38K,38K,NEW,<.01%
465005106,,ISOPLEXIS CORP,10572,10572,36.26K,36.26K,NEW,<.01%
78409V104,SPGI,S&P GLOBAL INC,128,64,52.5K,26.25K,+100%,<.01%
654106103,NKE,NIKE INC,324,148,43.6K,19.91K,+84.1%,<.01%
14040H105,COF,CAPITAL ONE FINL CORP,366,123,48.05K,16.15K,+50.6%,<.01%
550021109,LULU,LULULEMON ATHLETICA INC,93,36,33.97K,13.15K,+63.2%,<.01%
922475108,VEEV,VEEVA SYS INC,132,58,28.05K,12.32K,+78.4%,<.01%
366651107,IT,GARTNER INC,118,39,35.1K,11.6K,+49.4%,<.01%
252131107,DXCM,DEXCOM INC,55,21,28.14K,10.74K,+61.8%,<.01%
461202103,INTU,INTUIT,56,20,26.93K,9.62K,+55.6%,<.01%
31188V100,FSLY,FASTLY INC,862,495,14.98K,8.6K,+134.9%,<.01%
87918A105,TDOC,TELADOC HEALTH INC,249,83,17.96K,5.99K,+50%,<.01%
00827B106,AFRM,AFFIRM HLDGS INC,357,126,16.52K,5.83K,+54.5%,<.01%
46185L103,,INVITAE CORP COM,1656,719,13.2K,5.73K,+76.7%,<.01%
452327109,ILMN,ILLUMINA INC,89,16,31.1K,5.59K,+21.9%,<.01%
98986T108,,ZYNGA INC,6091,561,56.28K,5.18K,+10.1%,<.01%
57667L107,MTCH,MATCH GROUP INC NEW,192,44,20.88K,4.78K,+29.7%,<.01%
302081104,EXLS,EXLSERVICE HOLDINGS INC,30,30,4.3K,4.3K,NEW,<.01%
256163106,DOCU,DOCUSIGN INC,192,33,20.57K,3.53K,+20.8%,<.01%
18915M107,NET,CLOUDFLARE INC,109,19,13.05K,2.27K,+21.1%,<.01%
977852102,WOLF,WOLFSPEED INC,12193,14,1.39M,1.59K,+0.1%,0.14%
G98239109,XP,XP INC,801,51,24.11K,1.54K,+6.8%,<.01%
90364P105,PATH,UIPATH INC,28470,0,614.67K,0,NO CHANGE,0.06%
