CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
682189105,ON,ON SEMICONDUCTOR CORP,1366600,850300,85.56M,53.24M,+164.7%,31.3%
874080104,TAL,TAL EDUCATION GROUP,16272001,16272001,48.98M,48.98M,NEW,17.9%
36118L106,FUTU,FUTU HLDGS LTD,851400,665200,27.72M,21.66M,+357.3%,10.2%
52490G102,LEGN,LEGEND BIOTECH CORP,997714,437208,36.26M,15.89M,+78%,13.3%
032654105,ADI,ANALOG DEVICES INC,56900,56900,9.4M,9.4M,NEW,3.4%
05278C107,ATHM,AUTOHOME INC,283000,283000,8.61M,8.61M,NEW,3.2%
722304102,PDD,PINDUODUO INC,165400,165400,6.63M,6.63M,NEW,2.4%
00851L103,API,AGORA INC,612800,612800,6.09M,6.09M,NEW,2.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,85900,46600,8.96M,4.86M,+118.6%,3.3%
482497104,BEKE,KE HLDGS INC,356000,356000,4.4M,4.4M,NEW,1.6%
573874104,MRVL,MARVELL TECHNOLOGY INC,131900,49500,9.46M,3.55M,+60.1%,3.5%
48553T106,BZ,KANZHUN LIMITED,58500,58500,1.46M,1.46M,NEW,0.53%
67066G104,NVDA,NVIDIA CORPORATION,10300,1300,2.81M,354.66K,+14.4%,1%
47215P106,JD,JD.COM INC,225900,-84800,13.07M,-4.91M,-27.3%,4.8%
983919101,,XILINX INC,0,-66000,0,-13.99M,CLOSE,0%
64110W102,NTES,NETEASE INC,40700,-199300,3.65M,-17.87M,-83%,1.3%
Total,,,,,273.06M,148.34M,+103%,100%
