CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
24790A101,,DENBURY INC,1747454,418661,137.3M,32.89M,+31.5%,25.5%
366505204,,GARRETT MOTION INC,23636315,0,195.47M,0,NO CHANGE,36.3%
366505105,GTX,GARRETT MOTION INC,10220254,0,73.48M,0,NO CHANGE,13.7%
Y41053102,INSW,INTERNATIONAL SEAWAYS INC,3985167,0,71.89M,0,NO CHANGE,13.4%
46090R104,ICMB,INVESTCORP CR MGMT BDC INC,3418976,0,18.57M,0,NO CHANGE,3.5%
02376R102,AAL,AMERICAN AIRLS GROUP INC,32213,0,581K,0,NO CHANGE,0.11%
09625U109,,BLUEKNIGHT ENERGY PARTNERS L,70885,0,237K,0,NO CHANGE,0.04%
21870UAC0,,CORENERGY INFRASTRUCTURE TR,28170000,-167000,24.4M,-144.64K,-0.6%,4.5%
09625U208,,BLUEKNIGHT ENERGY PARTNERS L,0,-87914,0,-727K,CLOSE,0%
69036R863,SFGRX,OVERSEAS SHIPHOLDING GROUP I,7626790,-1469985,15.94M,-3.07M,-16.2%,3%
Total,,,,,537.87M,28.95M,+5.8%,100%
