CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,1576211,1358516,242.33M,208.86M,+624%,8.6%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,839221,839221,190.57M,190.57M,NEW,6.8%
009066101,ABNB,AIRBNB INC,962909,962909,165.39M,165.39M,NEW,5.9%
02079K305,GOOGL,ALPHABET INC,96938,49823,269.62M,138.58M,+105.7%,9.6%
448579102,H,HYATT HOTELS CORP,931762,931762,88.94M,88.94M,NEW,3.2%
91879Q109,MTN,VAIL RESORTS INC,336998,336998,87.71M,87.71M,NEW,3.1%
571903202,MAR,MARRIOTT INTL INC NEW,484282,484282,85.11M,85.11M,NEW,3%
83304A106,SNAP,SNAP INC,2055814,2055814,73.99M,73.99M,NEW,2.6%
090043100,BILL,BILL COM HLDGS INC,251312,251312,56.99M,56.99M,NEW,2%
G29018101,DLO,DLOCAL LTD,2569174,1324438,80.31M,41.4M,+106.4%,2.9%
83542D102,,SONDER HOLDINGS INC,7466070,7466070,35.46M,35.46M,NEW,1.3%
N14506104,ESTC,ELASTIC N V,616374,297726,54.83M,26.48M,+93.4%,2%
243537107,DECK,DECKERS OUTDOOR CORP,369763,94251,101.23M,25.8M,+34.2%,3.6%
90138F102,TWLO,TWILIO INC,805081,145728,132.69M,24.02M,+22.1%,4.7%
00091G104,ACVA,ACV AUCTIONS INC,3229455,1272882,47.83M,18.85M,+65.1%,1.7%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,1153994,141239,89.27M,10.93M,+13.9%,3.2%
79589L106,IOT,SAMSARA INC,662462,662462,10.61M,10.61M,NEW,0.38%
85572U102,,STARRY GROUP HOLDINGS INC,866667,866667,7.16M,7.16M,NEW,0.26%
19260Q107,COIN,COINBASE GLOBAL INC,291035,14097,55.26M,2.68M,+5.1%,2%
88160R101,TSLA,TESLA INC,50344,556,54.25M,599.15K,+1.1%,1.9%
94419L101,W,WAYFAIR INC,317677,4709,35.19M,521.66K,+1.5%,1.3%
G19550113,,CATALYST PARTNRS ACQUISITN C,558050,7577,5.64M,76.52K,+1.4%,0.2%
09077J107,,BIRD GLOBAL INC,220937,1486,541K,3.64K,+0.7%,0.02%
G65163100,JOBY,JOBY AVIATION INC,1000000,0,6.62M,0,NO CHANGE,0.24%
M8744T106,TBLA,TABOOLA.COM LTD,725000,0,3.74M,0,NO CHANGE,0.13%
69120X107,OWLT,OWLET INC,500000,0,2.23M,0,NO CHANGE,0.08%
418100103,HCP,HASHICORP INC,74792,-208,4.04M,-11.23K,-0.3%,0.14%
G4124C117,GRABW,GRAB HOLDINGS LIMITED,0,-88131,0,-186K,CLOSE,0%
531229854,,LIBERTY MEDIA CORP DEL,927478,-74060,64.78M,-5.17M,-7.4%,2.3%
70614W100,PTON,PELOTON INTERACTIVE INC,0,-323120,0,-11.55M,CLOSE,0%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,0,-2940660,0,-20.97M,CLOSE,0%
02553E106,AEO,AMERICAN EAGLE OUTFITTERS IN,6191187,-1372701,104.01M,-23.06M,-18.1%,3.7%
023135106,AMZN,AMAZON COM INC,89182,-8264,290.73M,-26.94M,-8.5%,10.4%
852234103,XYZ,BLOCK INC,683646,-209646,92.7M,-28.43M,-23.5%,3.3%
25470M109,,DISH NETWORK CORPORATION,4125065,-1062061,130.56M,-33.61M,-20.5%,4.7%
77543R102,ROKU,ROKU INC,157383,-382382,19.71M,-47.9M,-70.8%,0.7%
552953101,MGM,MGM RESORTS INTERNATIONAL,759177,-1283327,31.84M,-53.82M,-62.8%,1.1%
595112103,MU,MICRON TECHNOLOGY INC,507808,-961869,39.55M,-74.92M,-65.4%,1.4%
253393102,DKS,DICKS SPORTING GOODS INC,448583,-840815,44.87M,-84.1M,-65.2%,1.6%
87612E106,TGT,TARGET CORP,0,-410151,0,-94.92M,CLOSE,0%
254687106,DIS,DISNEY WALT CO,0,-733927,0,-113.68M,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,0,-336645,0,-120.96M,CLOSE,0%
90353T100,UBER,UBER TECHNOLOGIES INC,0,-3429612,0,-143.8M,CLOSE,0%
679295105,OKTA,OKTA INC,0,-779392,0,-174.72M,CLOSE,0%
458140100,INTC,INTEL CORP,0,-4165110,0,-214.5M,CLOSE,0%
Total,,,,,2.81B,27.47M,+0.9%,100%
