CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,5000000,1250000,596.45M,149.11M,+33.3%,34.5%
03831W108,APP,APPLOVIN CORP,5641647,641647,310.69M,35.34M,+12.8%,18%
G2007L105,,CAZOO GROUP LTD,6877547,4877547,18.98M,13.46M,+243.9%,1.1%
G2143T103,CMPR,CIMPRESS PLC,2358904,0,150M,0,NO CHANGE,8.7%
M5216V106,GLBE,GLOBAL E ONLINE LTD,2047005,0,69.15M,0,NO CHANGE,4%
073463101,,THE BEACHBODY COMPANY INC,0,-1000000,0,-2.37M,CLOSE,0%
37611X100,DNA.MX,GINKGO BIOWORKS HOLDINGS INC,0,-1500000,0,-12.46M,CLOSE,0%
H8088L103,SRAD,SPORTRADAR GROUP AG,2500000,-1000000,41.6M,-16.64M,-28.6%,2.4%
51818V106,LTCH,LATCH INC,5689492,-8310508,24.29M,-35.49M,-59.4%,1.4%
25809K105,DASH,DOORDASH INC,0,-500000,0,-74.45M,CLOSE,0%
94419L101,W,WAYFAIR INC,3500000,-1300000,387.73M,-144.01M,-27.1%,22.4%
194693107,CIGI,COLLIERS INTL GROUP INC,1000000,-1475143,130.29M,-192.19M,-59.6%,7.5%
Total,,,,,1.73B,-279.71M,-8.8%,100%
