CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
85207H104,PHYS,SPROTT PHYSICAL GOLD TR,1196000,1196000,18.38M,18.38M,NEW,9.7%
78463V107,GLD,SPDR GOLD TR,82000,82000,14.81M,14.81M,NEW,7.8%
G87110105,FTI,TECHNIPFMC PLC,4642115,1817115,35.98M,14.08M,+64.3%,19.1%
98462Y100,,YAMANA GOLD INC,1435000,1185000,8.01M,6.61M,+474%,4.2%
056752108,BIDU,BAIDU INC,37000,37000,4.89M,4.89M,NEW,2.6%
845467109,SWN,SOUTHWESTERN ENERGY CO,500000,500000,3.58M,3.58M,NEW,1.9%
70450Y103,PYPL,PAYPAL HLDGS INC,25000,25000,2.89M,2.89M,NEW,1.5%
98980L101,ZM,ZOOM VIDEO COMMUNICATIONS IN,25000,20000,2.93M,2.34M,+400%,1.6%
85207K107,PSLV,SPROTT PHYSICAL SILVER TR,230000,230000,2.02M,2.02M,NEW,1.1%
N97284108,NBIS,YANDEX N V,105000,105000,1.56M,1.56M,NEW,0.83%
G6610J209,,NOBLE CORP NEW,42500,42500,1.49M,1.49M,NEW,0.79%
92763W103,VIPS,VIPSHOP HOLDINGS LIMITED,163497,163497,1.47M,1.47M,NEW,0.78%
67011P100,DNOW,NOW INC,215494,65000,2.38M,716.98K,+43.2%,1.3%
084310101,,BERKELEY LTS INC,95000,95000,675K,675K,NEW,0.36%
50015M109,KOD,KODIAK SCIENCES INC,75200,75200,581K,581K,NEW,0.31%
74640Y106,PRPL,PURPLE INNOVATION INC,92277,92277,540K,540K,NEW,0.29%
11777Q209,BTG,B2GOLD CORP,117365,117365,539K,539K,NEW,0.29%
60468T105,MRTX,MIRATI THERAPEUTICS INC,6000,6000,493K,493K,NEW,0.26%
294600101,,EQUITRANS MIDSTREAM CORP,55000,55000,464K,464K,NEW,0.25%
00768Y453,MSOS,ADVISORSHARES TR,95000,20000,1.98M,417.26K,+26.7%,1%
644535106,NGD,NEW GOLD INC CDA,225000,196531,405K,353.76K,+690.3%,0.21%
852234103,XYZ,BLOCK INC,10000,2500,1.36M,339K,+33.3%,0.72%
675746606,ONIT,OCWEN FINL CORP,156056,14010,3.71M,332.89K,+9.9%,2%
831754106,SWBI,SMITH & WESSON BRANDS INC,15500,15500,235K,235K,NEW,0.12%
22978P106,CUE,CUE BIOPHARMA INC,45000,45000,220K,220K,NEW,0.12%
N71542109,PRQR,PROQR THRAPEUTICS N V,90900,90900,82K,82K,NEW,0.04%
G85158106,STNE,STONECO LTD,100000,0,1.17M,0,NO CHANGE,0.62%
402635502,GPOR,GULFPORT ENERGY CORP,3493,0,314K,0,NO CHANGE,0.17%
650194103,,NEWAGE INC,0,-50000,0,-52K,CLOSE,0%
G16962105,,BUNGE LIMITED,0,-2500,0,-233K,CLOSE,0%
29664W105,ESPR,ESPERION THERAPEUTICS INC NE,419262,-80738,1.95M,-374.55K,-16.1%,1%
34984V209,FET,FORUM ENERGY TECHNOLOGIES IN,203913,-17859,4.67M,-409.01K,-8.1%,2.5%
91822M106,,VEON LTD,0,-300000,0,-513K,CLOSE,0%
88642R109,TDW,TIDEWATER INC NEW,290652,-35079,6.32M,-762.64K,-10.8%,3.3%
G9460G101,VAL,VALARIS LIMITED,231835,-16964,12.05M,-881.59K,-6.8%,6.4%
25470F104,,DISCOVERY INC,0,-45000,0,-1.06M,CLOSE,0%
G9329Z100,VNTRF,VENATOR MATLS PLC,625525,-626924,1.11M,-1.12M,-50.1%,0.59%
165167735,EXE,CHESAPEAKE ENERGY CORP,0,-19385,0,-1.25M,CLOSE,0%
74139C102,,PRETIUM RES INC,0,-110100,0,-1.55M,CLOSE,0%
067901108,B,BARRICK GOLD CORP,625000,-70000,15.33M,-1.72M,-10.1%,8.1%
284902509,EGO,ELDORADO GOLD CORP NEW,0,-190000,0,-1.78M,CLOSE,0%
00206R102,T,AT&T INC,75000,-95000,1.77M,-2.24M,-55.9%,0.94%
011532108,AGI,ALAMOS GOLD INC NEW,225000,-318684,1.9M,-2.68M,-58.6%,1%
09062X103,BIIB,BIOGEN INC,0,-14000,0,-3.36M,CLOSE,0%
62955J103,NOV,NOV INC,140000,-190000,2.75M,-3.73M,-57.6%,1.5%
01609W102,BABA,ALIBABA GROUP HLDG LTD,45000,-44000,4.9M,-4.79M,-49.4%,2.6%
36315X101,LKFT,GALAPAGOS NV,17000,-80064,1.05M,-4.96M,-82.5%,0.56%
92556H206,PSKY,VIACOMCBS INC,0,-180000,0,-5.43M,CLOSE,0%
458140100,INTC,INTEL CORP,0,-115000,0,-5.92M,CLOSE,0%
647581107,EDU,NEW ORIENTAL ED & TECHNOLOGY,85000,-812400,978K,-9.35M,-90.5%,0.52%
92556V106,VTRS,VIATRIS INC,1914774,-1211132,20.83M,-13.18M,-38.7%,11%
Total,,,,,188.76M,12.8M,+8%,100%
