CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
172967424,C,Citigroup Inc.,55000,17425,2.94M,930.5K,+46.4%,4.1%
925815102,VICR,Vicor Corp,9500,9500,670K,670K,NEW,0.93%
42809H107,HES,Hess Corp,38250,4000,4.09M,428.13K,+11.7%,5.7%
20030N101,CMCSA,Comcast Corp,56500,8300,2.65M,388.56K,+17.2%,3.7%
260557103,DOW,Dow Inc,28500,6000,1.82M,382.32K,+26.7%,2.5%
126650100,CVS,CVS Health Corp.,53100,3350,5.37M,339.04K,+6.7%,7.5%
G5960L103,MDT,Medtronic PLC,19000,2500,2.12M,278.82K,+15.2%,3%
460146103,IP,Intl Paper Co,59500,5500,2.75M,253.83K,+10.2%,3.8%
125523100,CI,Cigna Corp,12250,1000,2.94M,239.59K,+8.9%,4.1%
92840M102,VST,Vistra Corp,264000,9500,6.14M,220.88K,+3.7%,8.6%
651639106,NEM,Newmont Corp,28500,500,2.26M,39.72K,+1.8%,3.2%
00287Y109,ABBV,Abbvie Inc,25550,0,4.14M,0,NO CHANGE,5.8%
502431109,LHX,L3harris Technologies,11875,0,2.95M,0,NO CHANGE,4.1%
G16962105,,Bunge Limited,26000,0,2.88M,0,NO CHANGE,4%
92532F100,VRTX,Vertex Pharmaceuticals Inc,10000,0,2.61M,0,NO CHANGE,3.6%
084670702,BRK.B,Berkshire Hathaway Inc. Class B,7050,0,2.49M,0,NO CHANGE,3.5%
747525103,QCOM,Qualcomm Inc,16000,0,2.44M,0,NO CHANGE,3.4%
92189F106,GDX,Vaneck Vectors Trust Gold Miners ETF,28500,0,1.09M,0,NO CHANGE,1.5%
30231G102,XOM,Exxon Mobil Corp,5750,0,475K,0,NO CHANGE,0.66%
931142103,WMT,Wal-Mart,2000,0,299K,0,NO CHANGE,0.42%
91324P102,UNH,UnitedHealth Group,500,0,255K,0,NO CHANGE,0.36%
46625H100,JPM,JPMorgan Chase,1500,0,204K,0,NO CHANGE,0.28%
02079K305,GOOGL,Alphabet Inc,1575,-15,4.38M,-41.71K,-0.9%,6.1%
594918104,MSFT,Microsoft Corp,9500,-595,2.93M,-183.45K,-5.9%,4.1%
037833100,AAPL,Apple,19750,-1750,3.45M,-305.61K,-8.1%,4.8%
61945C103,MOS,Mosaic,110700,-58300,7.36M,-3.88M,-34.5%,10.3%
Total,,,,,71.7M,-236.59K,-0.3%,100%
