CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
301505715,URNM,EXCHANGE TRADED CONCEPTS TR,82498,82498,6.86M,6.86M,NEW,6.2%
G8377A108,,SPRING VY ACQUISITION CORP,580213,580213,6.08M,6.08M,NEW,5.5%
248356107,DNN,DENISON MINES CORP,10569923,3406992,16.91M,5.45M,+47.6%,15.4%
37954Y871,URA,GLOBAL X FDS,920500,200000,24.08M,5.23M,+27.8%,21.9%
13321L108,CCJ,CAMECO CORP,616500,54346,17.94M,1.58M,+9.7%,16.3%
G8377A124,,SPRING VY ACQUISITION CORP,76000,76000,149K,149K,NEW,0.14%
916896103,UEC,URANIUM ENERGY CORP CMN,0,-457269,0,-1.24M,CLOSE,0%
292671708,UUUU,ENERGY FUELS INC. CMN,0,-198159,0,-1.26M,CLOSE,0%
65340P106,NXE,NEXGEN ENERGY LTD,6695473,-318864,37.9M,-1.8M,-4.5%,34.5%
Total,,,,,109.92M,21.05M,+32%,100%
