CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
89055F103,BLD,TOPBUILD CORP,214371,214371,38.88M,38.88M,NEW,0.53%
48251W104,KKR,KKR & CO INC,22605349,550000,1.32B,32.16M,+2.5%,18.2%
45765U103,NSIT,INSIGHT ENTERPRISES INC,3543143,218308,380.25M,23.43M,+6.6%,5.2%
337738108,FISV,FISERV INC,13035201,0,1.32B,0,NO CHANGE,18.2%
12504L109,CBRE,CBRE GROUP INC,9232609,0,844.97M,0,NO CHANGE,11.6%
501889208,LKQ,LKQ CORP,17550411,0,796.96M,0,NO CHANGE,11%
172967424,C,CITIGROUP INC,13846107,0,739.38M,0,NO CHANGE,10.2%
02217A102,AMPS,ALTUS POWER INC,4000000,0,29.72M,0,NO CHANGE,0.41%
02217A110,,ALTUS POWER INC,18417,0,30K,0,NO CHANGE,<.01%
78442P106,SLM,SLM CORP,13901031,-700000,255.22M,-12.85M,-4.8%,3.5%
071734107,BHC,BAUSCH HEALTH COS INC,14430901,-1185860,329.75M,-27.1M,-7.6%,4.5%
896522109,TRN,TRINITY INDS INC,90847,-3780000,3.12M,-129.9M,-97.7%,0.04%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,13437070,-2050000,1.21B,-184.3M,-13.2%,16.6%
Total,,,,,7.27B,-259.67M,-2.9%,100%
