CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
771049103,RBLX,ROBLOX CORP,100236,100236,4.63M,4.63M,NEW,0.48%
88160R101,TSLA,TESLA INC,3155,3155,3.4M,3.4M,NEW,0.35%
921910733,ESGV,VANGUARD WORLD FD,12905,12905,1.05M,1.05M,NEW,0.11%
46432F842,IEFA,ISHARES TR,131063,12955,9.11M,900.48K,+11%,0.94%
97717Y691,WCLD,WISDOMTREE TR,18729,18729,766K,766K,NEW,0.08%
922908769,VTI,VANGUARD INDEX FDS,2438,2438,555K,555K,NEW,0.06%
808524201,SCHX,SCHWAB STRATEGIC TR,12361,10245,666K,551.99K,+484.2%,0.07%
808524300,SCHG,SCHWAB STRATEGIC TR,6134,6134,459K,459K,NEW,0.05%
922908553,VNQ,VANGUARD INDEX FDS,4083,4083,442K,442K,NEW,0.05%
921910725,VSGX,VANGUARD WORLD FD,7490,7490,428K,428K,NEW,0.04%
46432F339,QUAL,ISHARES TR,14539,2898,1.96M,390.08K,+24.9%,0.2%
816300107,SIGI,SELECTIVE INS GROUP INC,3200,3200,286K,286K,NEW,0.03%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,1480,658,522K,232.08K,+80%,0.05%
907818108,UNP,UNION PAC CORP,785,785,214K,214K,NEW,0.02%
92826C839,V,VISA INC,910,910,202K,202K,NEW,0.02%
464287507,IJH,ISHARES TR,3678,549,987K,147.33K,+17.5%,0.1%
464287465,EFA,ISHARES TR,7668,1947,564K,143.21K,+34%,0.06%
464287200,IVV,ISHARES TR,2997,57,1.36M,25.87K,+1.9%,0.14%
464288513,HYG,ISHARES TR,3422,130,282K,10.71K,+3.9%,0.03%
464288273,SCZ,ISHARES TR,9437,53,626K,3.52K,+0.6%,0.06%
808524771,FNDX,SCHWAB STRATEGIC TR,7738,31,453K,1.81K,+0.4%,0.05%
808524797,SCHD,SCHWAB STRATEGIC TR,2671,17,211K,1.34K,+0.6%,0.02%
78468R408,SJNK,SPDR SER TR,22085,48,580K,1.26K,+0.2%,0.06%
922042742,VT,VANGUARD INTL EQUITY INDEX F,7738,11,784K,1.11K,+0.1%,0.08%
464287234,EEM,ISHARES TR,5202,3,235K,135.52,+0.1%,0.02%
67066G104,NVDA,NVIDIA CORPORATION,3237462,0,883.37M,0,NO CHANGE,90.7%
01609W102,BABA,ALIBABA GROUP HLDG LTD,292059,0,31.78M,0,NO CHANGE,3.3%
697435105,PANW,PALO ALTO NETWORKS INC,6311,0,3.93M,0,NO CHANGE,0.4%
98138H101,WDAY,WORKDAY INC,14204,0,3.4M,0,NO CHANGE,0.35%
90353T100,UBER,UBER TECHNOLOGIES INC,82065,0,2.93M,0,NO CHANGE,0.3%
808524722,SCHK,SCHWAB STRATEGIC TR,57670,0,2.54M,0,NO CHANGE,0.26%
679295105,OKTA,OKTA INC,9222,0,1.39M,0,NO CHANGE,0.14%
922908736,VUG,VANGUARD INDEX FDS,4430,0,1.27M,0,NO CHANGE,0.13%
023135106,AMZN,AMAZON COM INC,360,0,1.17M,0,NO CHANGE,0.12%
78468R788,SPYD,SPDR SER TR,23031,0,1.01M,0,NO CHANGE,0.1%
922020805,VTIP,VANGUARD MALVERN FDS,15504,0,794K,0,NO CHANGE,0.08%
278642103,EBAY,EBAY INC.,9120,0,522K,0,NO CHANGE,0.05%
30303M102,META,META PLATFORMS INC,1762,0,392K,0,NO CHANGE,0.04%
922908751,VB,VANGUARD INDEX FDS,1613,0,343K,0,NO CHANGE,0.04%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,1500,0,341K,0,NO CHANGE,0.04%
46434V456,IQLT,ISHARES TR,7122,0,263K,0,NO CHANGE,0.03%
88339J105,TTD,THE TRADE DESK INC,3450,0,239K,0,NO CHANGE,0.02%
761152107,RMD,RESMED INC,960,0,233K,0,NO CHANGE,0.02%
G1151C101,ACN,ACCENTURE PLC IRELAND,654,0,221K,0,NO CHANGE,0.02%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,360,0,213K,0,NO CHANGE,0.02%
824348106,SHW,SHERWIN WILLIAMS CO,835,0,208K,0,NO CHANGE,0.02%
92206C409,VCSH,VANGUARD SCOTTSDALE FDS,2636,-257,206K,-20.08K,-8.9%,0.02%
594918104,MSFT,MICROSOFT CORP,844,-128,260K,-39.43K,-13.2%,0.03%
464287689,IWV,ISHARES TR,11163,-159,2.93M,-41.72K,-1.4%,0.3%
464287804,IJR,ISHARES TR,6218,-800,671K,-86.33K,-11.4%,0.07%
526107107,LII,LENNOX INTL INC,5575,-525,1.44M,-135.42K,-8.6%,0.15%
037833100,AAPL,APPLE INC,1465,-1000,256K,-174.74K,-40.6%,0.03%
98585X104,YETI,YETI HLDGS INC,0,-2485,0,-206K,CLOSE,0%
872540109,TJX,TJX COS INC NEW,0,-2925,0,-222K,CLOSE,0%
73278L105,POOL,POOL CORP,0,-400,0,-226K,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-740,0,-238K,CLOSE,0%
64110D104,NTAP,NETAPP INC,0,-2750,0,-253K,CLOSE,0%
461202103,INTU,INTUIT,0,-470,0,-302K,CLOSE,0%
78462F103,SPY,SPDR S&P 500 ETF TR,1519,-961,686K,-434K,-38.8%,0.07%
N07059210,ASML,ASML HOLDING N V,0,-1062,0,-846K,CLOSE,0%
Total,,,,,973.78M,11.62M,+1.1%,100%
