CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
44157R109,,HOUGHTON MIFFLIN HARCOURT CO,1764964,1764964,37.08M,37.08M,NEW,6.9%
68629Y103,ONL,ORION GROUP HLDGS INC,2396131,2396131,33.55M,33.55M,NEW,6.3%
901384107,TSVT,2SEVENTY BIO INC,896972,896972,15.3M,15.3M,NEW,2.9%
384637104,GHC,GRAHAM HLDGS CO,200958,24441,122.88M,14.94M,+13.8%,22.9%
G9618E107,WTM,WHITE MTNS INS GROUP LTD,10000,10000,11.36M,11.36M,NEW,2.1%
844895102,SWX,SOUTHWEST GAS HLDGS INC,140000,140000,10.96M,10.96M,NEW,2%
717098206,,PFSWEB INC,2417438,781477,27.63M,8.93M,+47.8%,5.2%
G5005R107,JRVR,JAMES RIV GROUP LTD,1150453,355616,28.46M,8.8M,+44.7%,5.3%
G8807B106,TBPH,THERAVANCE BIOPHARMA INC,7269584,621559,69.5M,5.94M,+9.3%,13%
74640Y106,PRPL,PURPLE INNOVATION INC,324159,324159,1.9M,1.9M,NEW,0.35%
85256A109,STGW,STAGWELL INC,5753210,0,41.65M,0,NO CHANGE,7.8%
52634L108,LNSR,LENSAR INC,676109,0,5M,0,NO CHANGE,0.93%
69331C108,PCG,PG&E CORP,352084,0,4.2M,0,NO CHANGE,0.78%
786449207,,SAFEGUARD SCIENTIFICS INC,463384,0,2.42M,0,NO CHANGE,0.45%
98979V102,ZVOI,ZOVIO INC,122429,-177571,100.4K,-145.63K,-59.2%,0.02%
Y4600W108,KARO,KAROOOOO LTD,0,-12705,0,-518K,CLOSE,0%
62878D100,NABL,N-ABLE INC,0,-194059,0,-2.15M,CLOSE,0%
150602605,,CEDAR REALTY TRUST INC,0,-139697,0,-3.51M,CLOSE,0%
86800U104,SUPER,SUPER MICRO COMPUTER INC,1284184,-92725,48.89M,-3.53M,-6.7%,9.1%
00737L103,CVSA,ADTALEM GLOBAL ED INC,1042749,-201511,30.98M,-5.99M,-16.2%,5.8%
96758W101,WOW,WIDEOPENWEST INC,0,-442952,0,-9.53M,CLOSE,0%
871332102,SLVM,SYLVAMO CORP,1314145,-776190,43.73M,-25.83M,-37.1%,8.2%
Total,,,,,535.6M,97.56M,+21.1%,100%
