CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
02079K305,GOOGL,ALPHABET INC,21000,21000,58.41M,58.41M,NEW,9.9%
833445109,SNOW,SNOWFLAKE INC,126000,126000,28.87M,28.87M,NEW,4.9%
573874104,MRVL,MARVELL TECHNOLOGY INC,143039,93539,10.26M,6.71M,+189%,1.7%
01609W102,BABA,ALIBABA GROUP HLDG LTD,53428,53428,5.81M,5.81M,NEW,0.98%
02079K107,GOOG,ALPHABET INC,2000,2000,5.59M,5.59M,NEW,0.94%
482480100,KLAC,KLA CORP,10500,10500,3.84M,3.84M,NEW,0.65%
70450Y103,PYPL,PAYPAL HLDGS INC,20000,20000,2.31M,2.31M,NEW,0.39%
92826C839,V,VISA INC,8000,8000,1.77M,1.77M,NEW,0.3%
571903202,MAR,MARRIOTT INTL INC NEW,10000,10000,1.76M,1.76M,NEW,0.3%
64110L106,NFLX,NETFLIX INC,4550,4550,1.7M,1.7M,NEW,0.29%
23804L103,DDOG,DATADOG INC,10000,10000,1.51M,1.51M,NEW,0.26%
254687106,DIS,DISNEY WALT CO,5000,5000,686K,686K,NEW,0.12%
722304102,PDD,PINDUODUO INC,10000,10000,401K,401K,NEW,0.07%
89677Q107,TCOM,TRIP COM GROUP LTD,10000,10000,231K,231K,NEW,0.04%
44332N106,HTHT,HUAZHU GROUP LTD,3892,3892,128K,128K,NEW,0.02%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,300,0,177K,0,NO CHANGE,0.03%
48553T106,BZ,KANZHUN LIMITED,0,-1000,0,-35K,CLOSE,0%
25460G336,SOXS,DIREXION SHS ETF TR,25000,-6971,936K,-261K,-21.8%,0.16%
62914V106,NIO,NIO INC,25000,-15000,526K,-315.6K,-37.5%,0.09%
928563402,,VMWARE INC,0,-10000,0,-1.16M,CLOSE,0%
N14506104,ESTC,ELASTIC N V,0,-10500,0,-1.29M,CLOSE,0%
977852102,WOLF,WOLFSPEED INC,0,-12000,0,-1.34M,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,721880,-10120,222.56M,-3.12M,-1.4%,37.6%
11135F101,AVGO,BROADCOM INC,0,-8000,0,-5.32M,CLOSE,0%
500767306,KWEB,KRANESHARES TR,0,-300000,0,-10.95M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,300,-11100,978K,-36.19M,-97.4%,0.17%
595112103,MU,MICRON TECHNOLOGY INC,176800,-498200,13.77M,-38.8M,-73.8%,2.3%
007903107,AMD,ADVANCED MICRO DEVICES INC,558000,-828000,61.01M,-90.53M,-59.7%,10.3%
67066G104,NVDA,NVIDIA CORPORATION,250800,-475200,68.43M,-129.66M,-65.5%,11.6%
88160R101,TSLA,TESLA INC,93100,-192200,100.33M,-207.12M,-67.4%,16.9%
Total,,,,,592.01M,-406.36M,-37.3%,100%
