CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,AMAZON COM INC,6633,106,21.62M,345.57K,+1.6%,9.3%
70450Y103,PYPL,PAYPAL HLDGS INC,10256,2592,1.19M,299.74K,+33.8%,0.51%
33739H101,FTGC,FIRST TR EXCHANGE TRAD FD VI,10515,10515,298K,298K,NEW,0.13%
33740U208,FJUL,FIRST TR EXCHNG TRADED FD VI,8000,8000,288K,288K,NEW,0.12%
72201Y101,PDI,PIMCO DYNAMIC INCOME FD,26669,10835,649K,263.67K,+68.4%,0.28%
009066101,ABNB,AIRBNB INC,1305,1305,224K,224K,NEW,0.1%
377322102,GKOS,GLAUKOS CORP,3855,3855,222K,222K,NEW,0.1%
666807102,NOC,NORTHROP GRUMMAN CORP,497,497,222K,222K,NEW,0.1%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,886,886,220K,220K,NEW,0.09%
88160R101,TSLA,TESLA INC,481,200,518K,215.38K,+71.2%,0.22%
045327103,,ASPEN TECHNOLOGY INC,1300,1300,214K,214K,NEW,0.09%
049904105,,ATRION CORP,281,281,200K,200K,NEW,0.09%
30303M102,META,META PLATFORMS INC,50033,838,11.12M,186.33K,+1.7%,4.8%
38141G104,GS,GOLDMAN SACHS GROUP INC,2414,419,797K,138.34K,+21%,0.34%
88339P101,REAL,THE REALREAL INC,65766,16619,477K,120.54K,+33.8%,0.21%
254687106,DIS,DISNEY WALT CO,20333,850,2.79M,116.55K,+4.4%,1.2%
22160K105,COST,COSTCO WHSL CORP NEW,665,200,383K,115.19K,+43%,0.17%
P73684113,OSW,ONESPAWORLD HOLDINGS LIMITED,43519,11055,443K,112.53K,+34.1%,0.19%
282914100,EGHT,8X8 INC NEW,30514,6350,384K,79.91K,+26.3%,0.17%
04537Y109,,ASPIRA WOMENS HEALTH INC,253759,75271,263K,78.01K,+42.2%,0.11%
83088M102,SWKS,SKYWORKS SOLUTIONS INC,2250,581,299K,77.21K,+34.8%,0.13%
09260D107,BX,BLACKSTONE INC,3361,599,426K,75.92K,+21.7%,0.18%
23804L103,DDOG,DATADOG INC,9127,500,1.38M,75.71K,+5.8%,0.6%
67066G104,NVDA,NVIDIA CORPORATION,10236,200,2.79M,54.55K,+2%,1.2%
345370860,F,FORD MTR CO DEL,55083,2981,931K,50.38K,+5.7%,0.4%
33741X102,SDVY,FIRST TR EXCHANGE-TRADED FD,15091,1810,420K,50.37K,+13.6%,0.18%
33733E302,FDN,FIRST TR EXCHANGE-TRADED FD,6757,262,1.27M,49.2K,+4%,0.55%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,4124,200,936K,45.39K,+5.1%,0.4%
24984K105,DMTKQ,DERMTECH INC,24911,2980,365K,43.66K,+13.6%,0.16%
