CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
450913108,IAG,IAMGOLD CORP,10512493,2767673,36.58M,9.63M,+35.7%,3.7%
91822M106,,VEON LTD,16018241,13079563,10.94M,8.93M,+445.1%,1.1%
413216300,HMY,HARMONY GOLD MINING CO LTD,8259730,420081,41.55M,2.11M,+5.4%,4.2%
66987E206,NG,NOVAGOLD RES INC,4602200,249230,35.58M,1.93M,+5.7%,3.6%
927926303,VGZ,VISTA GOLD CORP,1461718,80068,1.53M,84.08K,+5.8%,0.15%
46050R102,THM,INTERNATIONAL TOWER HILL MIN,14047222,50469,13.78M,49.51K,+0.4%,1.4%
66510M204,NAK,NORTHERN DYNASTY MINERALS LT,31856624,0,13.22M,0,NO CHANGE,1.3%
G9108L173,TEN,TSAKOS ENERGY NAVIGATION LTD,1102833,0,9.69M,0,NO CHANGE,0.97%
N00985106,AER,AERCAP HOLDINGS NV,52941,0,2.66M,0,NO CHANGE,0.27%
225401108,CS,CREDIT SUISSE GROUP,11604,0,91K,0,NO CHANGE,<.01%
500631106,KEP,KOREA ELEC PWR CORP,1634670,-36507,15.22M,-339.89K,-2.2%,1.5%
644535106,NGD,NEW GOLD INC CDA,0,-936991,0,-1.41M,CLOSE,0%
962879102,WPM,WHEATON PRECIOUS METALS CORP,1585599,-104444,75.44M,-4.97M,-6.2%,7.5%
48268K101,KT,KT CORP,8306050,-349645,119.11M,-5.01M,-4%,11.9%
780287108,RGLD,ROYAL GOLD INC,524321,-37723,74.08M,-5.33M,-6.7%,7.4%
811916105,SA,SEABRIDGE GOLD INC,2296308,-560143,42.48M,-10.36M,-19.6%,4.2%
72765QAC0,,PLATINUM GROUP METALS LTD,0,-11990000,0,-11.37M,CLOSE,0%
852066208,SII,SPROTT INC,513487,-412905,25.75M,-20.7M,-44.6%,2.6%
845467109,SWN,SOUTHWESTERN ENERGY CO,13535310,-5659690,97.05M,-40.58M,-29.5%,9.7%
75281A109,RRC,RANGE RES CORP,2500580,-1370534,75.97M,-41.64M,-35.4%,7.6%
13321L108,CCJ,CAMECO CORP,5153930,-3826505,149.98M,-111.35M,-42.6%,15%
900435207,,TURQUOISE HILL RES LTD,5335459,-7495492,160.28M,-225.16M,-58.4%,16%
Total,,,,,1B,-455.49M,-43.5%,100%
