CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,31241548,17500819,338.03M,189.36M,+127.4%,24%
92763W103,VIPS,VIPSHOP HLDGS LTD,9837776,2197488,132.51M,29.6M,+28.8%,9.4%
722304102,PDD,PDD HOLDINGS INC,3765809,211090,365.25M,20.47M,+5.9%,25.9%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,260097,260097,16.69M,16.69M,NEW,1.2%
528877103,LX,LEXINFINTECH HLDGS LTD,824475,824475,4.78M,4.78M,NEW,0.34%
81141R100,SE,SEA LTD,2557398,20000,271.34M,2.12M,+0.8%,19.3%
65487X102,NOAH,NOAH HLDGS LTD,136733,12584,1.6M,147.36K,+10.1%,0.11%
50202M102,LI,LI AUTO INC,1254400,0,30.09M,0,NO CHANGE,2.1%
98923K103,ZK,ZEEKR INTELLIGENT TECHNOLOGY,0,-12982,0,-289.37K,CLOSE,0%
04965M106,ATAT,ATOUR LIFESTYLE HOLDINGS LTD,5431906,-207656,146.06M,-5.58M,-3.7%,10.4%
423403104,MOMO,HELLO GROUP INC,2750093,-1293724,21.2M,-9.97M,-32%,1.5%
74969N103,RLX,RLX TECHNOLOGY INC,23374885,-5065363,50.49M,-10.94M,-17.8%,3.6%
88557W101,QFIN,QIFU TECHNOLOGY INC,0,-763509,0,-22.76M,CLOSE,0%
25809K105,DASH,DOORDASH INC,0,-178869,0,-25.53M,CLOSE,0%
090040106,BILI,BILIBILI INC,1690360,-2103222,30.61M,-38.09M,-55.4%,2.2%
Total,,,,,1.41B,150.01M,+11%,100%
