CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,6156437,6156437,86.5M,86.5M,NEW,44.9%
379378201,GNL,GLOBAL NET LEASE INC,3350000,3350000,24.45M,24.45M,NEW,12.7%
78442P106,SLM,SLM CORP,500000,500000,13.79M,13.79M,NEW,7.2%
278768AB2,ECHO,ECHOSTAR CORP,10618550,10618550,11.27M,11.27M,NEW,5.9%
17253J106,CIFR,CIPHER MINING INC,2246942,2246942,10.43M,10.43M,NEW,5.4%
278768106,ECHO,ECHOSTAR CORP,359640,359640,8.24M,8.24M,NEW,4.3%
N00985106,AER,AERCAP HOLDINGS NV,75000,75000,7.18M,7.18M,NEW,3.7%
720190206,PDM,PIEDMONT OFFICE REALTY TR IN,700000,700000,6.41M,6.41M,NEW,3.3%
829933100,SIRI,SIRIUSXM HOLDINGS INC,276375,276375,6.3M,6.3M,NEW,3.3%
431284108,HIW,HIGHWOODS PPTYS INC,200000,200000,6.12M,6.12M,NEW,3.2%
203668108,CYH,COMMUNITY HEALTH SYS INC NEW,1646592,1646592,4.92M,4.92M,NEW,2.6%
44812J104,HUT,HUT 8 CORP,194489,194489,3.99M,3.99M,NEW,2.1%
91325V108,UNIT,UNITI GROUP INC,275000,275000,1.51M,1.51M,NEW,0.79%
45174J509,IHRT,IHEARTMEDIA INC,460000,460000,910.8K,910.8K,NEW,0.47%
444097109,HPP,HUDSON PAC PPTYS INC,191105,191105,579.05K,579.05K,NEW,0.3%
Total,,,,,192.59M,192.59M,+100%,100%
