CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
478160104,JNJ,JOHNSON & JOHNSON,559800,559800,80.96M,80.96M,NEW,20.9%
92939U106,WEC,WEC ENERGY GROUP INC,573900,573900,53.97M,53.97M,NEW,13.9%
344419106,FMX,FOMENTO ECONOMICO MEXICANO S,551058,551058,47.11M,47.11M,NEW,12.1%
G5960L103,MDT,MEDTRONIC PLC,567600,567600,45.34M,45.34M,NEW,11.7%
02319V103,ABEV,AMBEV SA,20866000,20866000,38.6M,38.6M,NEW,9.9%
651639106,NEM,NEWMONT CORP,967000,967000,35.99M,35.99M,NEW,9.3%
G3223R108,EG,EVEREST GROUP LTD,78400,78400,28.42M,28.42M,NEW,7.3%
125269100,CF,CF INDS HLDGS INC,330000,330000,28.16M,28.16M,NEW,7.3%
H1467J104,CB,CHUBB LIMITED,57200,57200,15.8M,15.8M,NEW,4.1%
375558103,GILD,GILEAD SCIENCES INC,147700,147700,13.64M,13.64M,NEW,3.5%
Total,,,,,387.99M,387.99M,+100%,100%
