CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,16478,16478,9.65M,9.65M,NEW,7.7%
67066G104,NVDA,NVIDIA CORPORATION,58868,58868,7.91M,7.91M,NEW,6.3%
64110L106,NFLX,NETFLIX INC,8832,8832,7.87M,7.87M,NEW,6.3%
532457108,LLY,ELI LILLY & CO,7681,7681,5.93M,5.93M,NEW,4.7%
23804L103,DDOG,DATADOG INC,41282,41282,5.9M,5.9M,NEW,4.7%
33829M101,FIVE,FIVE BELOW INC,53436,53436,5.61M,5.61M,NEW,4.5%
G25508105,CRH,CRH PLC,59002,59002,5.46M,5.46M,NEW,4.3%
816850101,SMTC,SEMTECH CORP,84581,84581,5.23M,5.23M,NEW,4.2%
023135106,AMZN,AMAZON COM INC,23379,23379,5.13M,5.13M,NEW,4.1%
607828100,MOD,MODINE MFG CO,43622,43622,5.06M,5.06M,NEW,4%
594918104,MSFT,MICROSOFT CORP,11035,11035,4.65M,4.65M,NEW,3.7%
26875P101,EOG,EOG RES INC,34717,34717,4.26M,4.26M,NEW,3.4%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,48354,48354,3.94M,3.94M,NEW,3.1%
81663L200,WGS,GENEDX HOLDINGS CORP,51294,51294,3.94M,3.94M,NEW,3.1%
880770102,TER,TERADYNE INC,25000,25000,3.15M,3.15M,NEW,2.5%
11135F101,AVGO,BROADCOM INC,13500,13500,3.13M,3.13M,NEW,2.5%
67059N108,NTNX,NUTANIX INC,47175,47175,2.89M,2.89M,NEW,2.3%
09352U108,BLND,BLEND LABS INC,675337,675337,2.84M,2.84M,NEW,2.3%
00760J108,AEHR,AEHR TEST SYS,167516,167516,2.79M,2.79M,NEW,2.2%
40637H109,HALO,HALOZYME THERAPEUTICS INC,54821,54821,2.62M,2.62M,NEW,2.1%
81730H109,S,SENTINELONE INC,99832,99832,2.22M,2.22M,NEW,1.8%
44812J104,HUT,HUT 8 CORP,107388,107388,2.2M,2.2M,NEW,1.8%
885160101,THO,THOR INDS INC,22500,22500,2.15M,2.15M,NEW,1.7%
24703L202,DELL,DELL TECHNOLOGIES INC,17063,17063,1.97M,1.97M,NEW,1.6%
N97284108,NBIS,NEBIUS GROUP N.V.,69819,69819,1.93M,1.93M,NEW,1.5%
M84137104,SMWB,SIMILARWEB LTD,125000,125000,1.77M,1.77M,NEW,1.4%
14167L103,CDNA,CAREDX INC,78061,78061,1.67M,1.67M,NEW,1.3%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,117021,117021,1.64M,1.64M,NEW,1.3%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,19000,19000,1.64M,1.64M,NEW,1.3%
92840M102,VST,VISTRA CORP,10000,10000,1.38M,1.38M,NEW,1.1%
87422Q109,TLN,TALEN ENERGY CORP,6821,6821,1.37M,1.37M,NEW,1.1%
87043Q108,SG,SWEETGREEN INC,39790,39790,1.28M,1.28M,NEW,1%
635309206,NCMI,NATIONAL CINEMEDIA INC,187775,187775,1.25M,1.25M,NEW,0.99%
122017106,BURL,BURLINGTON STORES INC,3980,3980,1.13M,1.13M,NEW,0.9%
70614W100,PTON,PELOTON INTERACTIVE INC,102388,102388,890.77K,890.77K,NEW,0.71%
74587B101,PLSE,PULSE BIOSCIENCES INC,48571,48571,845.62K,845.62K,NEW,0.67%
78349D107,RXST,RXSIGHT INC,22127,22127,760.73K,760.73K,NEW,0.61%
384747101,GRAL,GRAIL INC,27738,27738,495.12K,495.12K,NEW,0.39%
82835W108,SPRY,ARS PHARMACEUTICALS INC,45806,45806,483.25K,483.25K,NEW,0.38%
816307300,SLQT,SELECTQUOTE INC,100000,100000,372K,372K,NEW,0.3%
518415104,LSCC,LATTICE SEMICONDUCTOR CORP,5683,5683,321.94K,321.94K,NEW,0.26%
Total,,,,,125.72M,125.72M,+100%,100%
