CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
037833100,AAPL,APPLE INC,24525,24525,6.14M,6.14M,NEW,6.6%
22266T109,CPNG,COUPANG INC CLASS A,232300,232300,5.11M,5.11M,NEW,5.5%
594918104,MSFT,MICROSOFT CORP,6395,6395,2.7M,2.7M,NEW,2.9%
88579Y101,MMM,3M CO,13708,13708,1.77M,1.77M,NEW,1.9%
75513E101,RTX,RTX CORP,14425,14425,1.67M,1.67M,NEW,1.8%
68827L101,OR,OSISKO GOLD ROYALTIES F,90725,90725,1.64M,1.64M,NEW,1.8%
651639106,NEM,NEWMONT CORP,43801,43801,1.63M,1.63M,NEW,1.8%
008474108,AEM,AGNICO EAGLE MINES LTD F,20663,20663,1.62M,1.62M,NEW,1.7%
G0250X107,AMCR,AMCOR PLC F,162932,162932,1.53M,1.53M,NEW,1.7%
457187102,INGR,INGREDION INC,10780,10780,1.48M,1.48M,NEW,1.6%
031162100,AMGN,AMGEN INC,5585,5585,1.46M,1.46M,NEW,1.6%
372460105,GPC,GENUINE PARTS CO,11305,11305,1.32M,1.32M,NEW,1.4%
780287108,RGLD,ROYAL GOLD INC,9995,9995,1.32M,1.32M,NEW,1.4%
30231G102,XOM,EXXON MOBIL CORP,12001,12001,1.29M,1.29M,NEW,1.4%
17275R102,CSCO,CISCO SYS INC,21210,21210,1.26M,1.26M,NEW,1.4%
25243Q205,DEO,DIAGEO PLC FSPONSORED ADR 1 ADR REPS 4 ORD SHS,9835,9835,1.25M,1.25M,NEW,1.3%
742718109,PG,PROCTER & GAMBLE CO,7410,7410,1.24M,1.24M,NEW,1.3%
718172109,PM,PHILIP MORRIS INTL INC,10265,10265,1.24M,1.24M,NEW,1.3%
00287Y109,ABBV,ABBVIE INC,6175,6175,1.1M,1.1M,NEW,1.2%
053015103,ADP,AUTOMATIC DATA PROCESSIN,3600,3600,1.05M,1.05M,NEW,1.1%
G5960L103,MDT,MEDTRONIC PLC F,13170,13170,1.05M,1.05M,NEW,1.1%
21036P108,STZ,CONSTELLATION BRANDS INCCLASS A,4485,4485,991.18K,991.18K,NEW,1.1%
12541W209,CHRW,C H ROBINSON WORLDWIDE I,9325,9325,963.46K,963.46K,NEW,1%
002824100,ABT,ABBOTT LABS,8510,8510,962.57K,962.57K,NEW,1%
68389X105,ORCL,ORACLE CORP,5770,5770,961.51K,961.51K,NEW,1%
713448108,PEP,PEPSICO INC,6203,6203,943.23K,943.23K,NEW,1%
166764100,CVX,CHEVRON CORP NEW,6450,6450,934.22K,934.22K,NEW,1%
58733R102,MELI,MERCADOLIBRE INC,545,545,926.74K,926.74K,NEW,1%
22160K105,COST,Costco Wholesale Corp,1000,1000,916.27K,916.27K,NEW,0.99%
075887109,BDX,BECTON DICKINSON & CO,4019,4019,911.79K,911.79K,NEW,0.98%
143905107,CSV,CARRIAGE SVCS INC,21475,21475,855.78K,855.78K,NEW,0.92%
291011104,EMR,EMERSON ELEC CO,6880,6880,852.64K,852.64K,NEW,0.92%
400501102,OMAB,GRUPO AEROPORTUARIO DE FSPONSORED ADR 1 ADR REPS 8 ORD SHS,12390,12390,850.45K,850.45K,NEW,0.92%
78440P306,SKM,SK TELECOM CO LTD FSPONSORED ADR 0.555555555556 ORD SHS,37508,37508,789.17K,789.17K,NEW,0.85%
128246105,CVGW,CALAVO GROWERS INC,29926,29926,763.11K,763.11K,NEW,0.82%
29446M102,EQNR,EQUINOR ASA FSPONSORED ADR 1 ADR REPS 1 ORD SHS,32015,32015,758.43K,758.43K,NEW,0.82%
82835P103,SVM,SILVERCORP METALS INC F,252200,252200,756.6K,756.6K,NEW,0.81%
009158106,APD,AIR PRODS & CHEMS INC,2466,2466,715.24K,715.24K,NEW,0.77%
G38327105,GPRK,GEOPARK LIMITED F,76975,76975,713.56K,713.56K,NEW,0.77%
697900108,PAAS,PAN AMERN SILVER CORP F,34890,34890,705.48K,705.48K,NEW,0.76%
02319V103,ABEV,AMBEV S A FSPONSORED ADR 1 ADR REPS 1 ORD SHS,371000,371000,686.35K,686.35K,NEW,0.74%
571748102,MRSH,MARSH & MCLENNAN COS INC,3230,3230,686.08K,686.08K,NEW,0.74%
962879102,WPM,WHEATON PRECIOUS METAL F,12175,12175,684.72K,684.72K,NEW,0.74%
011532108,AGI,ALAMOS GOLD INC NEW FCLASS A,36905,36905,680.53K,680.53K,NEW,0.73%
478160104,JNJ,JOHNSON & JOHNSON,4670,4670,675.38K,675.38K,NEW,0.73%
907818108,UNP,UNION PAC CORP,2960,2960,675K,675K,NEW,0.73%
422704106,HL,HECLA MNG CO,136275,136275,669.11K,669.11K,NEW,0.72%
589400100,MCY,MERCURY GEN CORP NEW,9760,9760,648.85K,648.85K,NEW,0.7%
67077M108,NTR,NUTRIEN LTD F,14445,14445,646.41K,646.41K,NEW,0.7%
92343V104,VZ,VERIZON COMMUNICATIONS I,15719,15719,628.6K,628.6K,NEW,0.68%
496902404,KGC,KINROSS GOLD CORP F,67175,67175,622.71K,622.71K,NEW,0.67%
931142103,WMT,WALMART INC,6491,6491,586.46K,586.46K,NEW,0.63%
89679M104,TFPM,TRIPLE FLAG PRECIOUS M F,37918,37918,570.29K,570.29K,NEW,0.61%
747525103,QCOM,QUALCOMM INC,3605,3605,553.8K,553.8K,NEW,0.6%
351858105,FNV,FRANCO NEV CORP F,4615,4615,542.68K,542.68K,NEW,0.58%
828363101,SILV,SILVERCREST METALS INC F,56900,56900,517.79K,517.79K,NEW,0.56%
911312106,UPS,UNITED PARCEL SVC INC CLASS B,4020,4020,506.92K,506.92K,NEW,0.55%
16965P202,IMOS,CHIPMOS TECHNOLOGIES I FUNSPONSORED ADR 1 ADR REPS 20 ORD SHS,26845,26845,505.49K,505.49K,NEW,0.54%
80013R206,SAND,SANDSTORM GOLD LTD F,87650,87650,489.09K,489.09K,NEW,0.53%
864159108,RGR,STURM RUGER & CO INC,13760,13760,486.69K,486.69K,NEW,0.52%
609207105,MDLZ,MONDELEZ INTL INC CLASS A,7795,7795,465.6K,465.6K,NEW,0.5%
58933Y105,MRK,MERCK & CO. INC.,4665,4665,464.07K,464.07K,NEW,0.5%
067901108,B,BARRICK GOLD CORP F,28720,28720,445.16K,445.16K,NEW,0.48%
438516106,HON,HONEYWELL INTL INC,1960,1960,442.74K,442.74K,NEW,0.48%
459200101,IBM,IBM CORP,1950,1950,428.67K,428.67K,NEW,0.46%
00162Q858,SDOG,ALPS,7521,7521,425.02K,425.02K,NEW,0.46%
G51502105,JCI,JOHNSON CONTROLS INTER F,5365,5365,423.46K,423.46K,NEW,0.46%
110122108,BMY,BRISTOL MYERS SQUIBB CO,7400,7400,418.54K,418.54K,NEW,0.45%
83175M205,SNN,SMITH & NEPHEW GROUP P FSPONSORED ADR 1 ADR REPS 2 ORD SHS,16750,16750,411.71K,411.71K,NEW,0.44%
84265V105,SCCO,Southern Copper Corp,4492,4492,409.36K,409.36K,NEW,0.44%
22410J106,CBRL,CRACKER BARREL OLD CTRY,7620,7620,402.79K,402.79K,NEW,0.43%
872540109,TJX,TJX COS INC NEW,3175,3175,383.57K,383.57K,NEW,0.41%
32076V103,AG,FIRST MAJESTIC SILVER F,67575,67575,370.99K,370.99K,NEW,0.4%
72147K108,PPC,PILGRIMS PRIDE CORP NEW,7975,7975,361.99K,361.99K,NEW,0.39%
128030202,CALM,CAL MAINE FOODS INC,3510,3510,361.25K,361.25K,NEW,0.39%
532746104,LMNR,LIMONEIRA CO,14575,14575,356.5K,356.5K,NEW,0.38%
670100205,NVO,NOVO-NORDISK A S FSPONSORED ADR 1 ADR REPS 1 ORD SHS,4095,4095,352.25K,352.25K,NEW,0.38%
110448107,BTI,BRITISH AMERN TOB PLC FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS,9065,9065,329.24K,329.24K,NEW,0.35%
767204100,RIO,RIO TINTO PLC FSPONSORED ADR 1 ADR REPS 1 ORD SHS,5580,5580,328.16K,328.16K,NEW,0.35%
780259305,SHEL,SHELL PLC FSPONSORED ADR 1 ADR REPS 2 ORD SHS,5125,5125,321.08K,321.08K,NEW,0.35%
G0772R208,NTB,BANK OF NT BUTTERFIELD F,8730,8730,319.08K,319.08K,NEW,0.34%
31154R109,FPI,FARMLAND PARTNERS INC,27100,27100,318.7K,318.7K,NEW,0.34%
22822V101,CCI,CROWN CASTLE INC,3505,3505,318.11K,318.11K,NEW,0.34%
737630103,PCH,POTLATCHDELTIC CORP,7995,7995,313.8K,313.8K,NEW,0.34%
191216100,KO,THE COCA-COLA CO,4895,4895,304.76K,304.76K,NEW,0.33%
189054109,CLX,CLOROX CO,1740,1740,282.59K,282.59K,NEW,0.3%
71742Q106,PAHC,PHIBRO ANIMAL HEALTH CORCLASS A,13450,13450,282.45K,282.45K,NEW,0.3%
31428X106,FDX,FEDEX CORP,1000,1000,281.33K,281.33K,NEW,0.3%
L00849106,AGRO,ADECOAGRO S A F,29575,29575,278.89K,278.89K,NEW,0.3%
962166104,WY,WEYERHAEUSER CO,9495,9495,267.28K,267.28K,NEW,0.29%
580135101,MCD,MCDONALDS CORP,920,920,266.7K,266.7K,NEW,0.29%
458140100,INTC,INTEL CORP,13157,13157,263.8K,263.8K,NEW,0.28%
92857W308,VOD,VODAFONE GROUP PLC NEW FSPONSORED ADR 1 ADR REPS 10 ORD SHS,30200,30200,256.4K,256.4K,NEW,0.28%
500754106,KHC,KRAFT HEINZ CO,8305,8305,255.05K,255.05K,NEW,0.27%
855244109,SBUX,STARBUCKS CORP,2780,2780,253.68K,253.68K,NEW,0.27%
001084102,AGCO,AGCO CORP DEL,2610,2610,243.98K,243.98K,NEW,0.26%
78648T100,SAFT,SAFETY INS GROUP INC,2910,2910,239.78K,239.78K,NEW,0.26%
427866108,HSY,HERSHEY CO,1395,1395,236.24K,236.24K,NEW,0.25%
784730103,SSRM,SSR MNG INC F,32670,32670,228.05K,228.05K,NEW,0.25%
12572Q105,CME,CME GROUP INC CLASS A,975,975,226.42K,226.42K,NEW,0.24%
376549101,LAND,GLADSTONE LD CORP,20800,20800,225.68K,225.68K,NEW,0.24%
858119100,STLD,STEEL DYNAMICS INC,1950,1950,222.44K,222.44K,NEW,0.24%
H11356104,BG,BUNGE GLOBAL SA F,2860,2860,222.39K,222.39K,NEW,0.24%
553530106,MSM,MSC INDL DIRECT INC CLASS A,2840,2840,212.12K,212.12K,NEW,0.23%
G97822103,PRGO,PERRIGO CO PLC F,8240,8240,211.85K,211.85K,NEW,0.23%
459506101,IFF,INTERNTNL FLAVORS & FRAG,2365,2365,199.96K,199.96K,NEW,0.22%
92556H206,PSKY,PARAMOUNT GLOBAL CLASS B,19108,19108,199.87K,199.87K,NEW,0.22%
205887102,CAG,CONAGRA BRANDS INC,7010,7010,194.53K,194.53K,NEW,0.21%
