CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G9456A100,GLNG,GOLAR LNG LTD,86000,86000,3.64M,3.64M,NEW,1.7%
674215207,CHRD,CHORD ENERGY CORPORATION,92932,27424,10.87M,3.21M,+41.9%,5.1%
40609P105,HNRG,HALLADOR ENERGY COMPANY,249588,249588,2.86M,2.86M,NEW,1.4%
015658107,ASTL,ALGOMA STL GROUP INC,72165,72165,705.77K,705.77K,NEW,0.33%
165167180,EXEEL,EXPAND ENERGY CORPORATION,95902,975,8.23M,83.67K,+1%,3.9%
71424F105,PR,PERMIAN RESOURCES CORP,8396694,0,120.74M,0,NO CHANGE,57.1%
87422Q109,TLN,TALEN ENERGY CORP,128000,0,25.79M,0,NO CHANGE,12.2%
92840M102,VST,VISTRA CORP,62200,0,8.58M,0,NO CHANGE,4.1%
165167735,EXE,EXPAND ENERGY CORPORATION,76275,0,7.59M,0,NO CHANGE,3.6%
629377508,NRG,NRG ENERGY INC,73500,0,6.63M,0,NO CHANGE,3.1%
674599162,OXYWS,OCCIDENTAL PETE CORP,229709,0,6.33M,0,NO CHANGE,3%
89346D107,TAC,TRANSALTA CORP,300000,0,4.24M,0,NO CHANGE,2%
165167172,EXEEZ,EXPAND ENERGY CORPORATION,30229,0,2.74M,0,NO CHANGE,1.3%
165167164,EXE,EXPAND ENERGY CORPORATION,27207,0,2.6M,0,NO CHANGE,1.2%
Total,,,,,211.54M,10.49M,+5.6%,100%
