CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
01609W102,BABA,ALIBABA GROUP HLDG LTD,791239,276317,67.09M,23.43M,+53.7%,26.3%
595112103,MU,MICRON TECHNOLOGY INC,609137,122822,51.26M,10.34M,+25.3%,20.1%
482497104,BEKE,KE HLDGS INC,1091234,410477,20.1M,7.56M,+60.3%,7.9%
47215P106,JD,JD.COM INC,54524,54513,1.89M,1.89M,+495572.7%,0.74%
92206C409,VCSH,VANGUARD SCOTTSDALE FDS,144516,0,11.27M,0,NO CHANGE,4.4%
67066G104,NVDA,NVIDIA CORPORATION,66062,0,8.87M,0,NO CHANGE,3.5%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,164163,0,3.5M,0,NO CHANGE,1.4%
056752108,BIDU,BAIDU INC,0,-9289,0,-978.04K,CLOSE,0%
747525103,QCOM,QUALCOMM INC,265144,-39475,40.73M,-6.06M,-13%,15.9%
037833100,AAPL,APPLE INC,202663,-27367,50.75M,-6.85M,-11.9%,19.9%
88160R101,TSLA,TESLA INC,0,-70059,0,-18.33M,CLOSE,0%
Total,,,,,255.48M,10.99M,+4.1%,100%
