CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
687793109,OSCR,OSCAR HEALTH INC,4473853,4396872,60.13M,59.09M,+5711.6%,5.3%
770700102,HOOD,ROBINHOOD MKTS INC,1826022,1166427,68.04M,43.46M,+176.8%,6%
023135106,AMZN,AMAZON COM INC,299090,186328,65.62M,40.88M,+165.2%,5.7%
722304102,PDD,PDD HOLDINGS INC,685365,315919,66.47M,30.64M,+85.5%,5.8%
Q4982L109,IREN,IREN LIMITED,12926099,2828178,126.93M,27.77M,+28%,11.1%
19260Q107,COIN,COINBASE GLOBAL INC,161093,110503,40M,27.44M,+218.4%,3.5%
67066G104,NVDA,NVIDIA CORPORATION,336431,110835,45.18M,14.88M,+49.1%,4%
88080T104,WULF,TERAWULF INC,3975768,2499865,22.5M,14.15M,+169.4%,2%
30303M102,META,META PLATFORMS INC,77553,23818,45.41M,13.95M,+44.3%,4%
48581R205,KSPI,KASPI KZ JSC,1207682,98605,114.38M,9.34M,+8.9%,10%
594918104,MSFT,MICROSOFT CORP,19731,17594,8.32M,7.42M,+823.3%,0.73%
39854F101,GRND,GRINDR INC,3989058,349189,71.16M,6.23M,+9.6%,6.2%
86337R202,SDIG,STRONGHOLD DIGITAL MINING IN,1565226,1565226,5.48M,5.48M,NEW,0.48%
23292B104,HEPS,D MARKET ELECTR SVCS & TRADI,1499495,1483304,4.54M,4.49M,+9161.3%,0.4%
92790C104,VRDN,VIRIDIAN THERAPEUTICS INC,285954,201808,5.48M,3.87M,+239.8%,0.48%
44812J104,HUT,HUT 8 CORP,1818456,187773,37.26M,3.85M,+11.5%,3.3%
04335A105,ARVN,ARVINAS INC,263527,196246,5.05M,3.76M,+291.7%,0.44%
17253J106,CIFR,CIPHER MINING INC,6314687,797933,29.3M,3.7M,+14.5%,2.6%
137586103,CANG,CANGO INC,834062,834062,3.67M,3.67M,NEW,0.32%
565788106,MARA,MARA HOLDINGS INC,184164,184164,3.09M,3.09M,NEW,0.27%
98420N105,XENE,XENON PHARMACEUTICALS INC,53928,53928,2.11M,2.11M,NEW,0.19%
98980F104,GTM,ZOOMINFO TECHNOLOGIES INC,585171,199955,6.15M,2.1M,+51.9%,0.54%
09173B107,KEEL,BITFARMS LTD,3984267,1353590,5.94M,2.02M,+51.5%,0.52%
10806X102,BBIO,BRIDGEBIO PHARMA INC,274915,52494,7.54M,1.44M,+23.6%,0.66%
45258D105,IMCR,IMMUNOCORE HLDGS PLC,67840,43840,2M,1.29M,+182.7%,0.18%
75943R102,RLAY,RELAY THERAPEUTICS INC,284508,284508,1.17M,1.17M,NEW,0.1%
