CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
550241103,LUMN,LUMEN TECHNOLOGIES INC,8807000,8807000,46.77M,46.77M,NEW,44.1%
923725105,VET,VERMILION ENERGY INC,2000000,2000000,18.81M,18.81M,NEW,17.7%
879512309,TSAT,TELESAT CORP,809200,809200,13.29M,13.29M,NEW,12.5%
015857105,AQN,ALGONQUIN PWR UTILS CORP,1900000,1900000,8.46M,8.46M,NEW,8%
38500T200,GTE,GRAN TIERRA ENERGY INC,1096589,1096589,7.93M,7.93M,NEW,7.5%
85207K107,PSLV,SPROTT PHYSICAL SILVER TR,720000,720000,6.95M,6.95M,NEW,6.6%
Y7542C130,STNG,SCORPIO TANKERS INC,40000,40000,1.99M,1.99M,NEW,1.9%
18538R103,CLW,CLEARWATER PAPER CORP,42300,42300,1.26M,1.26M,NEW,1.2%
83419D201,SLSR,SOLARIS RES INC,172000,172000,533.13K,533.13K,NEW,0.5%
Total,,,,,105.97M,105.97M,+100%,100%
