CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
71385M107,PRM,PERIMETER SOLUTIONS INC,769038,769038,9.83M,9.83M,NEW,7.5%
165167735,EXE,EXPAND ENERGY CORPORATION,84000,84000,8.36M,8.36M,NEW,6.4%
651718504,NPKI,NPK INTERNATIONAL INC,1094952,104952,8.4M,804.98K,+10.6%,6.4%
893641100,TDG,TRANSDIGM GROUP INC,6600,-1400,8.36M,-1.77M,-17.5%,6.4%
594918104,MSFT,MICROSOFT CORP,20400,-4600,8.6M,-1.94M,-18.4%,6.6%
02079K305,GOOGL,ALPHABET INC,54500,-12500,10.32M,-2.37M,-18.7%,7.9%
278768106,ECHO,ECHOSTAR CORP,1519065,-105706,34.79M,-2.42M,-6.5%,26.7%
N07059210,ASML,ASML HOLDING N V,16600,-3600,11.51M,-2.5M,-17.8%,8.8%
88337F105,ODP,THE ODP CORP,0,-92905,0,-2.76M,CLOSE,0%
03674X106,AR,ANTERO RESOURCES CORP,372269,-83731,13.05M,-2.93M,-18.4%,10%
023135106,AMZN,AMAZON COM INC,78500,-17000,17.22M,-3.73M,-17.8%,13.2%
L7579L106,PRM.MX,PERIMETER SOLUTIONS SA,0,-814000,0,-10.95M,CLOSE,0%
Total,,,,,130.43M,-12.38M,-8.7%,100%
