CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,154670,154670,11.7M,11.7M,NEW,7.9%
11135F101,AVGO,BROADCOM INC,24037,24037,5.57M,5.57M,NEW,3.8%
697435105,PANW,PALO ALTO NETWORKS INC,52434,27287,9.54M,4.97M,+108.5%,6.4%
64110L106,NFLX,NETFLIX INC,2915,2915,2.6M,2.6M,NEW,1.8%
30303M102,META,META PLATFORMS INC,18855,3739,11.04M,2.19M,+24.7%,7.4%
02079K305,GOOGL,ALPHABET INC,18560,7416,3.51M,1.4M,+66.5%,2.4%
023135106,AMZN,AMAZON COM INC,52716,3779,11.57M,829.07K,+7.7%,7.8%
573874104,MRVL,MARVELL TECHNOLOGY INC,5760,5760,636.19K,636.19K,NEW,0.43%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,2750,1510,940.94K,516.66K,+121.8%,0.63%
85208M102,SFM,SPROUTS FMRS MKT INC,3820,3820,485.41K,485.41K,NEW,0.33%
836100107,SOUN,SOUNDHOUND AI INC,23300,23300,462.27K,462.27K,NEW,0.31%
83406F102,SOFI,SOFI TECHNOLOGIES INC,14090,14090,216.99K,216.99K,NEW,0.15%
03073E105,COR,CENCORA INC,1314,0,295.23K,0,NO CHANGE,0.2%
22160K105,COST,COSTCO WHSL CORP NEW,316,0,289.54K,0,NO CHANGE,0.2%
69331C108,PCG,PG&E CORP,12216,0,246.52K,0,NO CHANGE,0.17%
57636Q104,MA,MASTERCARD INCORPORATED,1989,-60,1.05M,-31.59K,-2.9%,0.71%
92826C839,V,VISA INC,1895,-100,598.9K,-31.6K,-5%,0.4%
00724F101,ADBE,ADOBE INC,2570,-180,1.14M,-80.04K,-6.5%,0.77%
74762E102,PWR,QUANTA SVCS INC,9162,-456,2.9M,-144.12K,-4.7%,2%
893529107,TRNS,TRANSCAT INC,0,-1836,0,-221.73K,CLOSE,0%
91324P102,UNH,UNITEDHEALTH GROUP INC,520,-527,263.05K,-266.59K,-50.3%,0.18%
87265H109,TPH,TRI POINTE HOMES INC,11600,-8570,420.62K,-310.75K,-42.5%,0.28%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,992,-640,516.07K,-332.95K,-39.2%,0.35%
369604301,GE,GE AEROSPACE,0,-2389,0,-450.52K,CLOSE,0%
512807108,LRCX.MX,LAM RESEARCH CORP,0,-935,0,-763.03K,CLOSE,0%
609839105,MPWR,MONOLITHIC PWR SYS INC,553,-1855,327.21K,-1.1M,-77%,0.22%
532457108,LLY,ELI LILLY & CO,0,-1806,0,-1.6M,CLOSE,0%
037833100,AAPL,APPLE INC,15451,-6562,3.87M,-1.64M,-29.8%,2.6%
871607107,SNPS,SYNOPSYS INC,1415,-4171,686.78K,-2.02M,-74.7%,0.46%
007903107,AMD,ADVANCED MICRO DEVICES INC,7723,-18879,932.86K,-2.28M,-71%,0.63%
594918104,MSFT,MICROSOFT CORP,5246,-7921,2.21M,-3.34M,-60.2%,1.5%
88160R101,TSLA,TESLA INC,29419,-8390,11.88M,-3.39M,-22.2%,8%
038222105,AMAT,APPLIED MATLS INC,6908,-31437,1.12M,-5.11M,-82%,0.76%
67066G104,NVDA,NVIDIA CORPORATION,455498,-59449,61.17M,-7.98M,-11.5%,41.3%
Total,,,,,148.19M,472.03K,+0.3%,100%
