CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
21871X109,CRBG,COREBRIDGE FINL INC,248000,248000,7.42M,7.42M,NEW,2.8%
15746L100,CBNA,CHAIN BRIDGE BANCORP INC,201500,201500,5.05M,5.05M,NEW,1.9%
23204G100,CUBI,CUSTOMERS BANCORP INC,178801,102701,8.7M,5M,+135%,3.3%
75605Y106,HOUS,ANYWHERE REAL ESTATE INC,2525050,756800,8.33M,2.5M,+42.8%,3.1%
H42097107,UBS,UBS GROUP AG,47600,47600,1.44M,1.44M,NEW,0.55%
20786W107,CNOB,CONNECTONE BANCORP INC,151523,47856,3.47M,1.1M,+46.2%,1.3%
139737100,CBNK,CAPITAL BANCORP INC MD,34796,34796,991.69K,991.69K,NEW,0.37%
92828Q109,VRTS,VIRTUS INVT PARTNERS INC,20915,2590,4.61M,571.3K,+14.1%,1.7%
46137V357,RSP,INVESCO EXCHANGE TRADED FD T,23414,2714,4.1M,475.57K,+13.1%,1.5%
37247D106,GNW,GENWORTH FINL INC,65675,65675,459.07K,459.07K,NEW,0.17%
902952100,GROW,U S GLOBAL INVS INC,450817,154836,1.1M,377.8K,+52.3%,0.42%
92556V106,VTRS,VIATRIS INC,30072,30072,374.4K,374.4K,NEW,0.14%
317585404,FISI,FINANCIAL INSTNS INC,10000,10000,272.9K,272.9K,NEW,0.1%
037833100,AAPL,APPLE INC,1052,1052,263.44K,263.44K,NEW,0.1%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,618,618,260.48K,260.48K,NEW,0.1%
922908769,VTI,VANGUARD INDEX FDS,785,785,227.5K,227.5K,NEW,0.09%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,10500,10500,224.18K,224.18K,NEW,0.08%
46625H100,JPM,JPMORGAN CHASE & CO.,905,905,216.94K,216.94K,NEW,0.08%
74164M108,PRI,PRIMERICA INC,790,790,214.42K,214.42K,NEW,0.08%
37149D204,GIPR,GENERATION INCOME PPTYS INC,86024,86024,156.56K,156.56K,NEW,0.06%
912909108,X,UNITED STATES STL CORP NEW,12750,4500,433.37K,152.95K,+54.5%,0.16%
723561106,PBFS,PIONEER BANCORP INC MD,49683,11622,572.35K,133.89K,+30.5%,0.22%
46817M107,JXN,JACKSON FINANCIAL INC,111850,1050,9.74M,91.43K,+0.9%,3.7%
83600C103,SOHO,SOTHERLY HOTELS INC,1000187,45383,931.57K,42.27K,+4.8%,0.35%
92826C839,V,VISA INC,2391,105,755.65K,33.18K,+4.6%,0.29%
30303M102,META,META PLATFORMS INC,2080,50,1.22M,29.28K,+2.5%,0.46%
37940X102,GPN,GLOBAL PMTS INC,86725,220,9.72M,24.65K,+0.3%,3.7%
67109R109,OPBK,OP BANCORP,254273,0,4.02M,0,NO CHANGE,1.5%
852234103,XYZ,BLOCK INC,31400,0,2.67M,0,NO CHANGE,1%
89832Q109,TFC,TRUIST FINL CORP,58000,0,2.52M,0,NO CHANGE,0.95%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,10200,0,1.8M,0,NO CHANGE,0.68%
03076C106,AMP,AMERIPRISE FINL INC,2600,0,1.38M,0,NO CHANGE,0.52%
860630102,SF,STIFEL FINL CORP,12000,0,1.27M,0,NO CHANGE,0.48%
12326C105,BFST,BUSINESS FIRST BANCSHARES IN,42282,0,1.09M,0,NO CHANGE,0.41%
46137V308,PKW,INVESCO EXCHANGE TRADED FD T,9376,0,1.08M,0,NO CHANGE,0.41%
913290102,UNTY,UNITY BANCORP INC,23305,0,1.02M,0,NO CHANGE,0.38%
87165B103,SYF,SYNCHRONY FINANCIAL,12600,0,819K,0,NO CHANGE,0.31%
464287630,IWN,ISHARES TR,3495,0,573.77K,0,NO CHANGE,0.22%
96208T104,WEX,WEX INC,2801,0,491.07K,0,NO CHANGE,0.19%
24703L202,DELL,DELL TECHNOLOGIES INC,4000,0,460.96K,0,NO CHANGE,0.17%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,9000,0,300.78K,0,NO CHANGE,0.11%
48249T106,KIO,KKR INCOME OPPORTUNITIES FD,19693,0,263.49K,0,NO CHANGE,0.1%
69346J106,GHY,PGIM GLOBAL HIGH YIELD FD FO,19000,0,234.08K,0,NO CHANGE,0.09%
78467Y107,MDY,SPDR S&P MIDCAP 400 ETF TR,1611,-5,917.59K,-2.85K,-0.3%,0.35%
320557101,INBK,FIRST INTERNET BANCORP,46663,-150,1.68M,-5.4K,-0.3%,0.63%
108621103,BWB,BRIDGEWATER BANCSHARES INC,101275,-400,1.37M,-5.4K,-0.4%,0.52%
05990K106,BANC,BANC OF CALIFORNIA INC,324325,-375,5.01M,-5.8K,-0.1%,1.9%
680277100,OSBC,OLD SECOND BANCORP INC ILL,334250,-450,5.94M,-8K,-0.1%,2.2%
14316J108,CG,CARLYLE GROUP INC,162135,-165,8.19M,-8.33K,-0.1%,3.1%
319390100,FBIZ,FIRST BUSINESS FINL SVCS INC,23650,-200,1.09M,-9.26K,-0.8%,0.41%
78442P106,SLM,SLM CORP,379805,-345,10.48M,-9.52K,-0.1%,4%
05465C100,AX,AXOS FINANCIAL INC,153020,-160,10.69M,-11.18K,-0.1%,4%
70450Y103,PYPL,PAYPAL HLDGS INC,109925,-140,9.38M,-11.95K,-0.1%,3.5%
92645B103,VCTR,VICTORY CAP HLDGS INC,130782,-200,8.56M,-13.09K,-0.2%,3.2%
496719105,KINS,KINGSTONE COS INC,319264,-900,4.85M,-13.67K,-0.3%,1.8%
67103X102,OFG,OFG BANCORP,202430,-345,8.57M,-14.6K,-0.2%,3.2%
947890109,WBS,WEBSTER FINL CORP,76100,-300,4.2M,-16.57K,-0.4%,1.6%
902788108,UMBF,UMB FINL CORP,100475,-175,11.34M,-19.75K,-0.2%,4.3%
29667J101,ESQ,ESQUIRE FINL HLDGS INC,93061,-292,7.4M,-23.21K,-0.3%,2.8%
30329Y106,,FUNDAMENTAL GLOBAL INC,0,-24260,0,-25.47K,CLOSE,0%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC N,8703,-15,18.39M,-31.7K,-0.2%,6.9%
66405S100,NBN,NORTHEAST BK PORTLAND ME,97606,-789,8.95M,-72.37K,-0.8%,3.4%
06738E204,BCS,BARCLAYS PLC,537435,-12000,7.14M,-159.48K,-2.2%,2.7%
68268W103,OMF,ONEMAIN HLDGS INC,87951,-3750,4.58M,-195.49K,-4.1%,1.7%
86722A103,SXC,SUNCOKE ENERGY INC,49177,-28000,526.19K,-299.6K,-36.3%,0.2%
770700102,HOOD,ROBINHOOD MKTS INC,664300,-12500,24.75M,-465.75K,-1.8%,9.3%
63938C108,NAVI,NAVIENT CORPORATION,32195,-37000,427.87K,-491.73K,-53.5%,0.16%
023139884,OSG,AMBAC FINL GROUP INC,21435,-50883,271.15K,-643.67K,-70.4%,0.1%
25432X102,DCOM,DIME CMNTY BANCSHARES INC,93438,-48197,2.87M,-1.48M,-34%,1.1%
957638109,WAL,WESTERN ALLIANCE BANCORP,70470,-31830,5.89M,-2.66M,-31.1%,2.2%
72346Q104,PNFP,PINNACLE FINL PARTNERS INC,0,-80480,0,-7.88M,CLOSE,0%
Total,,,,,264.73M,13.52M,+6%,100%
