CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
26884L109,EQT,EQT CORP,2680000,2680000,123.57M,123.57M,NEW,2.2%
N97284108,NBIS,NEBIUS GROUP N.V.,3746000,3746000,103.76M,103.76M,NEW,1.9%
460146103,IP,INTERNATIONAL PAPER CO,1910000,1910000,102.8M,102.8M,NEW,1.9%
165167735,EXE,EXPAND ENERGY CORPORATION,1133379,903000,112.83M,89.89M,+392%,2%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,12689164,3924039,270.91M,83.78M,+44.8%,4.9%
934423104,WBD,WARNER BROS DISCOVERY INC,23801000,6381000,251.58M,67.45M,+36.6%,4.5%
91332U101,U,UNITY SOFTWARE INC,2776468,2776468,62.39M,62.39M,NEW,1.1%
36467W109,GME,GAMESTOP CORP NEW,1926000,1926000,60.36M,60.36M,NEW,1.1%
185899101,CLF,CLEVELAND-CLIFFS INC NEW,16208000,4239000,152.36M,39.85M,+35.4%,2.8%
92556H206,PSKY,PARAMOUNT GLOBAL,12586000,3741000,131.65M,39.13M,+42.3%,2.4%
03674X106,AR,ANTERO RESOURCES CORP,1012000,1012000,35.47M,35.47M,NEW,0.64%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,3443706,363033,297.23M,31.33M,+11.8%,5.4%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,5949000,5949000,28.08M,28.08M,NEW,0.51%
654902204,NOK,NOKIA CORP,30438987,4113884,134.84M,18.22M,+15.6%,2.4%
958102105,WDC,WESTERN DIGITAL CORP,6694403,281700,399.19M,16.8M,+4.4%,7.2%
844741108,LUV,SOUTHWEST AIRLS CO,542000,434000,18.22M,14.59M,+401.9%,0.33%
500767306,KWEB,KRANESHARES TRUST,4112000,449963,120.23M,13.16M,+12.3%,2.2%
G8267P108,SW,SMURFIT WESTROCK PLC,167000,167000,8.99M,8.99M,NEW,0.16%
477143101,JBLU,JETBLUE AWYS CORP,1598285,1044285,12.56M,8.21M,+188.5%,0.23%
N62509109,NAMS,NEWAMSTERDAM PHARMA COMPANY,319000,319000,8.2M,8.2M,NEW,0.15%
47215P106,JD,JD.COM INC,2687500,229500,93.18M,7.96M,+9.3%,1.7%
04280A100,ARWR,ARROWHEAD PHARMACEUTICALS IN,5232000,347000,98.36M,6.52M,+7.1%,1.8%
056752108,BIDU,BAIDU INC,215100,32200,18.14M,2.71M,+17.6%,0.33%
878742204,TECK,TECK RESOURCES LTD,3492533,4680,141.55M,189.68K,+0.1%,2.6%
219350105,GLW,CORNING INC,4112000,0,195.4M,0,NO CHANGE,3.5%
482497104,BEKE,KE HLDGS INC,4902058,0,90.3M,0,NO CHANGE,1.6%
369604301,GE,GE AEROSPACE,489300,0,81.61M,0,NO CHANGE,1.5%
650111107,NYT,NEW YORK TIMES CO,1508000,0,78.49M,0,NO CHANGE,1.4%
G85158106,STNE,STONECO LTD,6667000,0,53.14M,0,NO CHANGE,0.96%
450056106,IRTC,IRHYTHM TECHNOLOGIES INC,510500,0,46.03M,0,NO CHANGE,0.83%
830879102,SKYW,SKYWEST INC,352700,0,35.32M,0,NO CHANGE,0.64%
00912X302,AL,AIR LEASE CORP,387900,0,18.7M,0,NO CHANGE,0.34%
82575P107,SBSW,SIBANYE STILLWATER LTD,3079000,0,10.16M,0,NO CHANGE,0.18%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,22056,0,7.56M,0,NO CHANGE,0.14%
34385P108,LAB,STANDARD BIOTOOLS INC,1615000,0,2.83M,0,NO CHANGE,0.05%
051774115,AUROW,AURORA INNOVATION INC,437500,0,463.75K,0,NO CHANGE,<.01%
23255M204,CYCN,CYCLERION THERAPEUTICS INC,0,-357880,0,-926.91K,CLOSE,0%
72765Q882,PLG,PLATINUM GROUP METALS LTD,0,-900000,0,-1.29M,CLOSE,0%
22978P106,CUE,CUE BIOPHARMA INC,0,-2402455,0,-1.82M,CLOSE,0%
013872106,AA,ALCOA CORP,3682211,-48930,139.11M,-1.85M,-1.3%,2.5%
98850P109,YUMC,YUM CHINA HLDGS INC,0,-50800,0,-2.29M,CLOSE,0%
517834107,LVS,LAS VEGAS SANDS CORP,0,-46300,0,-2.33M,CLOSE,0%
874080104,TAL,TAL EDUCATION GROUP,0,-216000,0,-2.56M,CLOSE,0%
00534A102,IVVD,INVIVYD INC,0,-3735000,0,-3.81M,CLOSE,0%
92189F791,GDXJ,VANECK ETF TRUST,1294900,-178100,55.36M,-7.61M,-12.1%,1%
931427108,WBA,WALGREENS BOOTS ALLIANCE INC,0,-1062000,0,-9.52M,CLOSE,0%
156431108,CENX,CENTURY ALUM CO,0,-598000,0,-9.71M,CLOSE,0%
17275R102,CSCO,CISCO SYS INC,4362872,-196300,258.28M,-11.62M,-4.3%,4.7%
17888H103,CIVI,CIVITAS RESOURCES INC,1549935,-260000,71.1M,-11.93M,-14.4%,1.3%
697900108,PAAS,PAN AMERN SILVER CORP,4717000,-676000,95.38M,-13.67M,-12.5%,1.7%
N00985106,AER,AERCAP HOLDINGS NV,1393000,-163000,133.31M,-15.6M,-10.5%,2.4%
912909108,X,UNITED STATES STL CORP NEW,0,-533000,0,-18.83M,CLOSE,0%
G7997W102,SDRL,SEADRILL 2021 LTD,0,-558700,0,-22.2M,CLOSE,0%
62955J103,NOV,NOV INC,0,-1655134,0,-26.43M,CLOSE,0%
02376R102,AAL,AMERICAN AIRLS GROUP INC,14340994,-1812000,249.96M,-31.58M,-11.2%,4.5%
88642R109,TDW,TIDEWATER INC NEW,62350,-584650,3.41M,-31.99M,-90.4%,0.06%
G9460G101,VAL,VALARIS LTD,0,-677000,0,-37.74M,CLOSE,0%
88160R101,TSLA,TESLA INC,0,-146600,0,-38.35M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,1466100,-463200,124.31M,-39.27M,-24%,2.2%
68622V106,OGN,ORGANON & CO,0,-2463963,0,-47.14M,CLOSE,0%
171779309,CIEN,CIENA CORP,2179600,-675800,184.85M,-57.31M,-23.7%,3.3%
81141R100,SE,SEA LTD,1279330,-550570,135.74M,-58.42M,-30.1%,2.5%
651639106,NEM,NEWMONT CORP,0,-1293504,0,-69.14M,CLOSE,0%
92189F106,GDX,VANECK ETF TRUST,0,-1737000,0,-69.17M,CLOSE,0%
36828A101,GEV,GE VERNOVA INC,340268,-214000,111.92M,-70.39M,-38.6%,2%
35909D109,FYBR,FRONTIER COMMUNICATIONS PARE,0,-2299679,0,-81.71M,CLOSE,0%
H8817H100,RIG,TRANSOCEAN LTD,0,-22018550,0,-93.58M,CLOSE,0%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,8491033,-5177200,187.14M,-114.11M,-37.9%,3.4%
