CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67077M108,NTR,NUTRIEN ORD,640502,72061,28.66M,3.22M,+12.7%,10.5%
G0457F107,ARCO,ARCOS DORADOS HOLDINGS CL A ORD,2122675,210133,15.45M,1.53M,+11%,5.6%
878742204,TECK,TECK RESOURCES CL B ORD,73712,4522,2.99M,183.28K,+6.5%,1.1%
P31076105,CPA,COPA HOLDINGS CL A ORD,16700,0,1.47M,0,NO CHANGE,0.54%
G17434104,BNT,BROOKFIELD WEALTH SOLUTIONS CL A ORD,971,0,55.82K,0,NO CHANGE,0.02%
140501107,CSWC,CAPITAL SOUTHWEST ORD,73983,-8114,1.61M,-177.05K,-9.9%,0.59%
126402106,CSW,CSW INDUSTRIALS ORD,7780,-785,2.74M,-276.95K,-9.2%,1%
113004105,BAM,BROOKFIELD ASSET MNGMT CL A ORD,41366,-5831,2.24M,-315.98K,-12.4%,0.82%
25961D105,DOUG,DOUGLAS ELLIMAN ORD,2163109,-327702,3.61M,-547.26K,-13.2%,1.3%
29269R105,EFXT,ENERFLEX ORD,4796705,-111857,47.73M,-1.11M,-2.3%,17.4%
05961W105,BMA,BANCO MACRO ADR REP TEN CL B ORD,0,-20895,0,-1.33M,CLOSE,0%
11271J107,BN,BROOKFIELD CL A ORD,157151,-23126,9.03M,-1.33M,-12.8%,3.3%
13321L108,CCJ,CAMECO ORD,620008,-47059,31.86M,-2.42M,-7.1%,11.6%
399909100,GGAL,GRUPO FINANCIERO ADR REP 10 CL B ORD,61878,-58339,3.86M,-3.64M,-48.5%,1.4%
962879102,WPM,WHEATON PRECIOUS METALS ORD,714115,-79609,40.16M,-4.48M,-10%,14.7%
G27358103,DESP,DESPEGAR COM ORD,1679528,-341981,32.33M,-6.58M,-16.9%,11.8%
47233W109,JEF,JEFFERIES FINANCIAL GROUP ORD,640204,-343084,50.19M,-26.9M,-34.9%,18.3%
Total,,,,,274M,-44.16M,-16.2%,100%
