CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
15643U104,LEU,CENTRUS ENERGY CORP,397002,397002,26.44M,26.44M,NEW,5.5%
037833100,AAPL,APPLE INC,99218,99218,24.85M,24.85M,NEW,5.2%
594918104,MSFT,MICROSOFT CORP,56010,56010,23.61M,23.61M,NEW,4.9%
11135F101,AVGO,BROADCOM INC,116319,63142,26.97M,14.64M,+118.7%,5.6%
G20048100,BTDR,BITDEER TECHNOLOGIES GROUP,665351,665351,14.42M,14.42M,NEW,3%
03823U102,AAOI,APPLIED OPTOELECTRONICS INC,362964,362964,13.38M,13.38M,NEW,2.8%
00851L103,API,AGORA INC,2995000,2995000,12.46M,12.46M,NEW,2.6%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,365174,184234,24.54M,12.38M,+101.8%,5.1%
171779309,CIEN,CIENA CORP,162390,101537,13.77M,8.61M,+166.9%,2.9%
G6331P104,AOSL,ALPHA & OMEGA SEMICONDUCTOR,216411,216411,8.01M,8.01M,NEW,1.7%
833445109,SNOW,SNOWFLAKE INC,49408,49408,7.63M,7.63M,NEW,1.6%
36828A101,GEV,GE VERNOVA INC,19817,19817,6.52M,6.52M,NEW,1.4%
91332U101,U,UNITY SOFTWARE INC,489010,267000,10.99M,6M,+120.3%,2.3%
55024U109,LITE,LUMENTUM HLDGS INC,68015,68015,5.71M,5.71M,NEW,1.2%
916896103,UEC,URANIUM ENERGY CORP,590010,590010,3.95M,3.95M,NEW,0.82%
M7S64H106,MNDY,MONDAY COM LTD,25553,15327,6.02M,3.61M,+149.9%,1.3%
92537N108,VRT,VERTIV HOLDINGS CO,25210,25210,2.86M,2.86M,NEW,0.6%
N97284108,NBIS,NEBIUS GROUP N.V.,73927,73927,2.05M,2.05M,NEW,0.43%
82982T106,SITM,SITIME CORP,5537,5537,1.19M,1.19M,NEW,0.25%
023135106,AMZN,AMAZON COM INC,500246,4022,109.75M,882.39K,+0.8%,22.8%
17275R102,CSCO,CISCO SYS INC,0,-100,0,-5.32K,CLOSE,0%
N07059210,ASML,ASML HOLDING N V,0,-600,0,-499.95K,CLOSE,0%
46267X108,IQ,IQIYI INC,0,-183000,0,-523.38K,CLOSE,0%
874080104,TAL,TAL EDUCATION GROUP,0,-55000,0,-651.2K,CLOSE,0%
458140100,INTC,INTEL CORP,0,-30000,0,-703.8K,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,0,-13000,0,-1.38M,CLOSE,0%
57776J100,MXL,MAXLINEAR INC,0,-178485,0,-2.58M,CLOSE,0%
91347P105,OLED,UNIVERSAL DISPLAY CORP,0,-13561,0,-2.85M,CLOSE,0%
482497104,BEKE,KE HLDGS INC,0,-167734,0,-3.34M,CLOSE,0%
37954Y830,COPX,GLOBAL X FDS,0,-85615,0,-4.05M,CLOSE,0%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,0,-43057,0,-7.48M,CLOSE,0%
47215P106,JD,JD.COM INC,0,-240501,0,-9.62M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,793304,-87656,106.53M,-11.77M,-10%,22.2%
25459W458,SOXL,DIREXION SHS ETF TR,0,-383010,0,-14.05M,CLOSE,0%
19260Q107,COIN,COINBASE GLOBAL INC,97633,-69377,24.24M,-17.23M,-41.5%,5%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,0,-530000,0,-19.15M,CLOSE,0%
500767306,KWEB,KRANESHARES TRUST,0,-692300,0,-23.55M,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,0,-186000,0,-25.07M,CLOSE,0%
594972408,MSTR,MICROSTRATEGY INC,0,-181103,0,-30.53M,CLOSE,0%
21037T109,CEG,CONSTELLATION ENERGY CORP,0,-193500,0,-50.31M,CLOSE,0%
92840M102,VST,VISTRA CORP,33511,-414257,4.62M,-57.11M,-92.5%,0.96%
30303M102,META,META PLATFORMS INC,0,-190059,0,-108.8M,CLOSE,0%
88160R101,TSLA,TESLA INC,10,-392793,4.04K,-158.61M,-100%,<.01%
Total,,,,,480.51M,-350.67M,-48.9%,100%
