CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
023135106,AMZN,AMAZON COM INC,2121391,2121391,489.66M,489.66M,NEW,9.3%
60855R100,MOH,MOLINA HEALTHCARE INC,625000,625000,108.46M,108.46M,NEW,2.1%
40054J109,AERO,GRUPO AEROMEXICO SAB DE CV,4855180,4855180,106.62M,106.62M,NEW,2%
G96629103,WTW,WILLIS TOWERS WATSON PLC LTD,1357601,268536,446.11M,88.24M,+24.7%,8.5%
337738108,FISV,FISERV INC,2200000,1305000,147.77M,87.66M,+145.8%,2.8%
26969P108,EXP,EAGLE MATLS INC,1185248,245588,244.97M,50.76M,+26.1%,4.6%
31620M106,FIS,FIDELITY NATL INFORMATION SV,4503801,714090,299.32M,47.46M,+18.8%,5.7%
907818108,UNP,UNION PAC CORP,1627254,131050,376.42M,30.31M,+8.8%,7.1%
G4412G101,HLF,HERBALIFE LTD,9259844,1500000,119.36M,19.33M,+19.3%,2.3%
372460105,GPC,GENUINE PARTS CO,1486088,91088,182.73M,11.2M,+6.5%,3.5%
03064D108,COLD,AMERICOLD REALTY TRUST INC,3475685,-124315,44.7M,-1.6M,-3.5%,0.85%
31488V107,FERG,FERGUSON ENTERPRISES INC,1137035,-18465,253.14M,-4.11M,-1.6%,4.8%
36165L108,GDS,GDS HLDGS LTD,3044818,-205134,106.26M,-7.16M,-6.3%,2%
G61188127,LBTYK,LIBERTY GLOBAL LTD,20884781,-773022,230.57M,-8.53M,-3.6%,4.4%
87507T101,TBN,TAMBORAN RES CORP,257226,-313607,7M,-8.54M,-54.9%,0.13%
76131D103,QSR,RESTAURANT BRANDS INTL INC,8080112,-172750,551.33M,-11.79M,-2.1%,10.4%
12685JAG0,CABO,CABLE ONE INC,0,-14100000,0,-12.07M,CLOSE,0%
42703MAF0,HLF,HERBALIFE LTD,0,-17129000,0,-15.83M,CLOSE,0%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,1269302,-49698,444.95M,-17.42M,-3.8%,8.4%
95082P105,WCC,WESCO INTL INC,1418831,-84349,347.1M,-20.64M,-5.6%,6.6%
G68707101,PAGS,PAGSEGURO DIGITAL LTD,0,-2500000,0,-25M,CLOSE,0%
G61188101,LBTYA,LIBERTY GLOBAL LTD,2080456,-2996306,23.18M,-33.38M,-59%,0.44%
256677105,DG,DOLLAR GEN CORP NEW,2062821,-604055,273.88M,-80.2M,-22.7%,5.2%
02079K107,GOOG,ALPHABET INC,1087181,-770957,341.16M,-241.93M,-41.5%,6.5%
G25508105,CRH,CRH PLC,1072957,-2310438,133.91M,-288.34M,-68.3%,2.5%
Total,,,,,5.28B,263.17M,+5.5%,100%
