CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
203668108,CYH,COMMUNITY HEALTH SYS INC NEW,2090512,1603797,7.84M,6.01M,+329.5%,2.4%
702149105,,PARTY CITY HOLDCO INC,4842402,3986547,6.39M,5.26M,+465.8%,2%
92840M102,VST,VISTRA CORP,211446,211446,4.83M,4.83M,NEW,1.5%
015658115,ASTLW,ALGOMA STL GROUP INC,2053896,2053896,4.21M,4.21M,NEW,1.3%
61945C103,MOS,MOSAIC CO NEW,163000,83400,7.7M,3.94M,+104.8%,2.4%
83001A102,,SIX FLAGS ENTMT CORP NEW,223700,178800,4.85M,3.88M,+398.2%,1.5%
21037T109,CEG,CONSTELLATION ENERGY CORP,80600,60600,4.62M,3.47M,+303%,1.4%
69318G106,PBF,PBF ENERGY INC,245200,117900,7.12M,3.42M,+92.6%,2.2%
30212P303,EXPE,EXPEDIA GROUP INC,47200,32900,4.48M,3.12M,+230.1%,1.4%
644393100,NFE,NEW FORTRESS ENERGY INC,146600,76100,5.8M,3.01M,+107.9%,1.8%
023135106,AMZN,AMAZON COM INC,26240,25891,2.79M,2.75M,+7418.6%,0.86%
46121Y201,IPI,INTREPID POTASH INC,178100,49698,8.07M,2.25M,+38.7%,2.5%
071705107,BLCO,BAUSCH PLUS LOMB CORP,142800,142800,2.18M,2.18M,NEW,0.67%
M53213100,ICL,ICL GROUP LTD,196389,196389,1.78M,1.78M,NEW,0.55%
238337109,PLAY,DAVE & BUSTERS ENTMT INC,177200,52100,5.81M,1.71M,+41.6%,1.8%
302635206,FSK,FS KKR CAP CORP,87500,87500,1.7M,1.7M,NEW,0.53%
30034T103,EVRI,EVERI HLDGS INC,92300,92300,1.5M,1.5M,NEW,0.47%
55955D100,MGNI,MAGNITE INC,230400,164246,2.05M,1.46M,+248.3%,0.63%
88338K103,STKS,THE ONE GROUP HOSPITALITY IN,649979,197608,4.79M,1.46M,+43.7%,1.5%
92534K107,VRTX,VERTEX ENERGY INC,470900,137300,4.95M,1.44M,+41.2%,1.5%
894164102,TNL,TRAVEL PLUS LEISURE CO,59300,32000,2.3M,1.24M,+117.2%,0.71%
833635105,SQM,SOCIEDAD QUIMICA Y MINERA DE,14500,14500,1.21M,1.21M,NEW,0.37%
69526K105,PTVE,PACTIV EVERGREEN INC,487953,117487,4.86M,1.17M,+31.7%,1.5%
359678109,FLL,FULL HSE RESORTS INC,430240,180274,2.62M,1.1M,+72.1%,0.81%
G28923103,,DIVERSEY HLDGS LTD,231200,165900,1.53M,1.09M,+254.1%,0.47%
143658300,CCL,CARNIVAL CORP,220200,126500,1.91M,1.09M,+135%,0.59%
71367G102,PWP,PERELLA WEINBERG PARTNERS,183200,183200,1.07M,1.07M,NEW,0.33%
G66721104,NCLH,NORWEGIAN CRUISE LINE HLDG L,184200,93000,2.05M,1.03M,+102%,0.63%
43283X105,HGV,HILTON GRAND VACATIONS INC,52700,27200,1.88M,971.87K,+106.7%,0.58%
40609P105,HNRG,HALLADOR ENERGY COMPANY,1108264,172639,6M,934.02K,+18.5%,1.9%
N70544106,PLYA,PLAYA HOTELS & RESORTS NV,399317,122478,2.74M,841.33K,+44.2%,0.85%
53814L108,NUGN,LIVENT CORP,37000,37000,840K,840K,NEW,0.26%
03940R107,ARCH,ARCH RESOURCES INC,20345,5800,2.91M,829.87K,+39.9%,0.9%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,43000,22900,1.5M,799.37K,+113.9%,0.46%
05351X101,,AVAYA HLDGS CORP,355900,355900,797K,797K,NEW,0.25%
58470H101,MED,MEDIFAST INC,7800,4400,1.41M,794.26K,+129.4%,0.44%
M9T951109,ZIM,ZIM INTEGRATED SHIPPING SERV,44150,15000,2.08M,708.38K,+51.5%,0.65%
427825500,,HERSHA HOSPITALITY TR,115700,71600,1.14M,702.39K,+162.4%,0.35%
M5R75Y101,,IRONSOURCE LTD,584200,291700,1.39M,694.05K,+99.7%,0.43%
00130H105,AES,AES CORP,32400,32400,681K,681K,NEW,0.21%
254687106,DIS,DISNEY WALT CO,7100,7100,670K,670K,NEW,0.21%
896945201,TRIP,TRIPADVISOR INC,104700,35500,1.86M,632.02K,+51.3%,0.58%
231082801,CMLSQ,CUMULUS MEDIA INC,100262,79379,775K,613.58K,+380.1%,0.24%
40412C101,HCA,HCA HEALTHCARE INC,3540,3540,595K,595K,NEW,0.18%
02079K305,GOOGL,ALPHABET INC,1885,272,4.11M,592.77K,+16.9%,1.3%
Y27183600,GSL,GLOBAL SHIP LEASE INC NEW,166100,34400,2.74M,568.29K,+26.1%,0.85%
74965L101,RLJ,RLJ LODGING TR,117300,49500,1.29M,546.06K,+73%,0.4%
253651103,,DIEBOLD NIXDORF INC,228100,228100,518K,518K,NEW,0.16%
381013101,GDEN,GOLDEN ENTMT INC,39300,13100,1.55M,518K,+50%,0.48%
53680Q207,,LITHIUM AMERS CORP NEW,24500,24500,493K,493K,NEW,0.15%
18453H106,CCO,CLEAR CHANNEL OUTDOOR HLDGS,460012,460012,492K,492K,NEW,0.15%
382550101,GT,GOODYEAR TIRE & RUBR CO,191500,45800,2.05M,490.53K,+31.4%,0.63%
71377A103,PFGC,PERFORMANCE FOOD GROUP CO,34200,10600,1.57M,487.54K,+44.9%,0.49%
172967424,C,CITIGROUP INC,10600,10600,487K,487K,NEW,0.15%
45174J509,IHRT,IHEARTMEDIA INC,61000,61000,481K,481K,NEW,0.15%
G0750C108,AXTA,AXALTA COATING SYS LTD,21300,21300,471K,471K,NEW,0.15%
83304A106,SNAP,SNAP INC,35600,35600,467K,467K,NEW,0.14%
361008105,FNKO,FUNKO INC,141400,20820,3.16M,464.7K,+17.3%,0.98%
044103869,,ASHFORD HOSPITALITY TR INC,159100,76600,951K,457.87K,+92.8%,0.29%
64110L106,NFLX,NETFLIX INC,4330,2500,757K,437.07K,+136.6%,0.23%
70450Y103,PYPL,PAYPAL HLDGS INC,6100,6100,426K,426K,NEW,0.13%
65441V101,NINE,NINE ENERGY SERVICE INC,207175,159395,549K,422.39K,+333.6%,0.17%
95082P105,WCC,WESCO INTL INC,14750,3900,1.58M,417.76K,+35.9%,0.49%
G4863A108,BRSL,INTERNATIONAL GAME TECHNOLOG,43400,22300,806K,414.14K,+105.7%,0.25%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,28800,10700,1.1M,409.8K,+59.1%,0.34%
016255101,ALGN,ALIGN TECHNOLOGY INC,1700,1700,402K,402K,NEW,0.12%
47012E403,JAKK,JAKKS PAC INC,53845,31545,682K,399.55K,+141.5%,0.21%
