CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
34959E109,FTNT,FORTINET INC,88000,88000,4.98M,4.98M,NEW,13.2%
98138H101,WDAY,WORKDAY INC,30000,30000,4.19M,4.19M,NEW,11.1%
30212P303,EXPE,EXPEDIA GROUP INC,20000,20000,1.9M,1.9M,NEW,5%
47215P106,JD,JD.COM INC,27000,27000,1.73M,1.73M,NEW,4.6%
67066G104,NVDA,NVIDIA CORPORATION,31000,-3000,4.7M,-454.74K,-8.8%,12.5%
090043100,BILL,BILL COM HLDGS INC,45000,-6000,4.95M,-659.6K,-11.8%,13.2%
007903107,AMD,ADVANCED MICRO DEVICES INC,90000,-22000,6.88M,-1.68M,-19.6%,18.3%
880770102,TER,TERADYNE INC,49000,-19000,4.39M,-1.7M,-27.9%,11.7%
00724F101,ADBE,ADOBE SYSTEMS INCORPORATED,0,-8000,0,-3.65M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,0,-48000,0,-3.74M,CLOSE,0%
60937P106,MDB,MONGODB INC,15000,-16000,3.89M,-4.15M,-51.6%,10.4%
Total,,,,,37.61M,-3.24M,-5.2%,100%
