CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
94419LAM3,,WAYFAIR INC,28250000,28250000,18.8M,18.8M,NEW,5.4%
08579W103,BERY,BERRY GLOBAL GROUP INC,1380810,1010,75.45M,55.19K,+0.1%,21.6%
69924R108,PGRE,PARAMOUNT GROUP INC,12200000,0,88.21M,0,NO CHANGE,25.2%
46267XAE8,IQ,IQIYI INC,53900000,0,36M,0,NO CHANGE,10.3%
46267XAD0,,IQIYI INC,42450000,0,34.17M,0,NO CHANGE,9.8%
053604104,AVPT,AVEPOINT INC,4745000,0,20.59M,0,NO CHANGE,5.9%
45580R103,,INDUS REALTY TRUST INC,894005,-29095,53.07M,-1.73M,-3.2%,15.2%
G48833118,WFRD,WEATHERFORD INTL PLC,415800,-914200,8.8M,-19.35M,-68.7%,2.5%
750481103,,RADIUS GLOBAL INFRASTRCTRE I,941500,-1373500,14.37M,-20.96M,-59.3%,4.1%
03784Y200,APLE,APPLE HOSPITALITY REIT INC,0,-2417000,0,-43.43M,CLOSE,0%
700517105,PK,PARK HOTELS & RESORTS INC,0,-3435000,0,-67.09M,CLOSE,0%
Total,,,,,349.46M,-133.7M,-23.7%,100%
