CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
808524870,SCHP,SCHWAB STRATEGIC TR,26353,26353,1.47M,1.47M,NEW,0.33%
46140H403,DBO,INVESCO DB MULTI-SECTOR COMM,14930,14930,272K,272K,NEW,0.06%
922908553,VNQ,VANGUARD INDEX FDS,2229,2229,203K,203K,NEW,0.05%
008474108,AEM,AGNICO EAGLE MINES LTD,200000,0,91.52M,0,NO CHANGE,20.6%
011532108,AGI,ALAMOS GOLD INC NEW,1200000,0,84.24M,0,NO CHANGE,19%
11777Q209,BTG,B2GOLD CORP,2000000,0,67.8M,0,NO CHANGE,15.3%
45826T301,,INTEGRA RES CORP,3230000,0,32.79M,0,NO CHANGE,7.4%
68634K106,ORLA,ORLA MNG LTD NEW,8200000,0,22.42M,0,NO CHANGE,5.1%
83056P715,SKE,SKEENA RES LTD NEW,700000,0,3.7M,0,NO CHANGE,0.83%
03062D100,USAS,AMERICAS GOLD AND SILVER COR,4601400,0,3.18M,0,NO CHANGE,0.72%
82575P107,SBSW,SIBANYE STILLWATER LTD,273043,0,2.72M,0,NO CHANGE,0.61%
464286772,EWY,ISHARES INC,4500,0,262K,0,NO CHANGE,0.06%
921078101,OUNZ,VANECK MERK GOLD TR,374410,-389,6.56M,-6.82K,-0.1%,1.5%
067901108,B,BARRICK GOLD CORP,650000,-50000,11.5M,-884.46K,-7.1%,2.6%
035128206,,ANGLOGOLD ASHANTI LIMITED,700000,-100000,10.35M,-1.48M,-12.5%,2.3%
784730103,SSRM,SSR MNG INC,800000,-250000,13.36M,-4.18M,-23.8%,3%
38059T106,GFI,GOLD FIELDS LTD,1000000,-300000,91.2M,-27.36M,-23.1%,20.6%
Total,,,,,443.56M,-31.96M,-17.8%,100%
