CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,307600,0,28.86M,0,NO CHANGE,16.6%
146869102,CVNA,CARVANA CO,1272500,0,28.73M,0,NO CHANGE,16.5%
14161W105,CDLX,CARDLYTICS INC,1218830,0,27.19M,0,NO CHANGE,15.6%
30744W107,FTCHQ,FARFETCH LTD,3192583,0,22.86M,0,NO CHANGE,13.1%
81762P102,NOW,SERVICENOW INC,140000,-20000,66.57M,-9.51M,-12.5%,38.2%
Total,,,,,174.22M,-9.51M,-2.4%,100%
