CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
15135U109,CVE,CENOVUS ENERGY INC,196500,196500,3.73M,3.73M,NEW,5.3%
82706C108,SIMO,SILICON MOTION TECHNOLOGY CO,32600,32600,2.73M,2.73M,NEW,3.9%
867224107,SU,SUNCOR ENERGY INC NEW,60400,60400,2.12M,2.12M,NEW,3%
971378104,WSC,WILLSCOT MOBIL MINI HLDNG CO,65300,65300,2.12M,2.12M,NEW,3%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,13200,13200,1.95M,1.95M,NEW,2.8%
91913Y100,VLO,VALERO ENERGY CORP,17850,17850,1.9M,1.9M,NEW,2.7%
11135F101,AVGO,BROADCOM INC,3800,3800,1.85M,1.85M,NEW,2.6%
56585A102,MPC,MARATHON PETE CORP,21150,21150,1.74M,1.74M,NEW,2.5%
718546104,PSX,PHILLIPS 66,21022,21022,1.72M,1.72M,NEW,2.4%
701094104,PH,PARKER-HANNIFIN CORP,7000,7000,1.72M,1.72M,NEW,2.4%
565849106,MRO,MARATHON OIL CORP,75000,75000,1.69M,1.69M,NEW,2.4%
693475105,PNC,PNC FINL SVCS GROUP INC,10200,10200,1.61M,1.61M,NEW,2.3%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,29000,29000,1.56M,1.56M,NEW,2.2%
174610105,CFG,CITIZENS FINL GROUP INC,43000,43000,1.53M,1.53M,NEW,2.2%
060505104,BAC,BK OF AMERICA CORP,47100,47100,1.47M,1.47M,NEW,2.1%
848637104,,SPLUNK INC,26400,13900,2.33M,1.23M,+111.2%,3.3%
674599105,OXY,OCCIDENTAL PETE CORP,71400,12000,4.2M,706.55K,+20.2%,6%
92839U206,VC,VISTEON CORP,21100,6800,2.19M,704.49K,+47.6%,3.1%
M9T951109,ZIM,ZIM INTEGRATED SHIPPING SERV,12500,12500,590K,590K,NEW,0.84%
007903107,AMD,ADVANCED MICRO DEVICES INC,5700,5700,436K,436K,NEW,0.62%
878742204,TECK,TECK RESOURCES LTD,92800,6200,2.84M,189.54K,+7.2%,4%
92826C839,V,VISA INC,4600,500,906K,98.48K,+12.2%,1.3%
N00985106,AER,AERCAP HOLDINGS NV,73455,1155,3.01M,47.28K,+1.6%,4.3%
25470MAF6,DISHB,DISH NETWORK CORPORATION,8000000,0,5.64M,0,NO CHANGE,8%
780259305,SHEL,SHELL PLC,81000,0,4.24M,0,NO CHANGE,6%
31946M103,FCNCA,FIRST CTZNS BANCSHARES INC N,4365,0,2.85M,0,NO CHANGE,4%
758750103,RRX,REGAL REXNORD CORPORATION,17400,0,1.98M,0,NO CHANGE,2.8%
848637AD6,,SPLUNK INC,2000000,0,1.88M,0,NO CHANGE,2.7%
339041105,,FLEETCOR TECHNOLOGIES INC,8100,0,1.7M,0,NO CHANGE,2.4%
854502846,,STANLEY BLACK & DECKER INC,17900,0,1.2M,0,NO CHANGE,1.7%
041242116,ARKOW,ARKO CORP,366628,0,521K,0,NO CHANGE,0.74%
68989M103,OUST,OUSTER INC,60000,0,97K,0,NO CHANGE,0.14%
68989M111,,OUSTER INC,75000,0,26K,0,NO CHANGE,0.04%
25179M103,DVN,DEVON ENERGY CORP NEW,0,-7500,0,-443K,CLOSE,0%
89151E109,TTE,TOTALENERGIES SE,34000,-8800,1.79M,-463.29K,-20.6%,2.5%
03743Q108,APA,APA CORPORATION,0,-11400,0,-471K,CLOSE,0%
380237107,GDDY,GODADDY INC,35139,-9500,2.44M,-660.75K,-21.3%,3.5%
61945C103,MOS,MOSAIC CO NEW,0,-10200,0,-678K,CLOSE,0%
25470F104,,DISCOVERY INC,0,-39600,0,-987K,CLOSE,0%
03674X106,AR,ANTERO RESOURCES CORP,10000,-50000,307K,-1.53M,-83.3%,0.43%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,0,-22100,0,-1.71M,CLOSE,0%
37045V100,GM,GENERAL MTRS CO,0,-42800,0,-1.87M,CLOSE,0%
26884L109,EQT,EQT CORP,0,-60000,0,-2.06M,CLOSE,0%
30303M102,META,META PLATFORMS INC,0,-10200,0,-2.27M,CLOSE,0%
48123V102,ZD,ZIFF DAVIS INC,0,-26800,0,-2.59M,CLOSE,0%
03831W108,APP,APPLOVIN CORP,0,-59272,0,-3.26M,CLOSE,0%
Total,,,,,70.61M,14.42M,+22.7%,100%
