CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
13321L108,CCJ,CAMECO CORP,1087816,471316,22.87M,9.91M,+76.5%,25.5%
248356107,DNN,DENISON MINES CORP,18722666,8152743,18.22M,7.93M,+77.1%,20.3%
292671708,UUUU,ENERGY FUELS INC,1546717,1546717,7.59M,7.59M,NEW,8.5%
916896103,UEC,URANIUM ENERGY CORP,2323411,2323411,7.16M,7.16M,NEW,8%
67079K100,SMR,NUSCALE PWR CORP,608097,608097,6.08M,6.08M,NEW,6.8%
65340P106,NXE,NEXGEN ENERGY LTD,7734679,1039206,27.77M,3.73M,+15.5%,30.9%
67079K118,,NUSCALE PWR CORP,76000,76000,154K,154K,NEW,0.17%
G8377A124,,SPRING VY ACQUISITION CORP,0,-76000,0,-149K,CLOSE,0%
G8377A108,,SPRING VY ACQUISITION CORP,0,-580213,0,-6.08M,CLOSE,0%
301505715,URNM,EXCHANGE TRADED CONCEPTS TR,0,-82498,0,-6.86M,CLOSE,0%
37954Y871,URA,GLOBAL X FDS,0,-920500,0,-24.08M,CLOSE,0%
Total,,,,,89.83M,5.38M,+4.9%,100%
