CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03831W108,APP,APPLOVIN CL A,453585,51270,15.62M,1.77M,+12.7%,16.6%
03783C100,APPF,APPFOLIO CL A,102968,19194,9.33M,1.74M,+22.9%,9.9%
74275K108,PCOR,PROCORE TECHNOLOGIES,195706,31750,8.88M,1.44M,+19.4%,9.5%
00508Y102,AYI,ACUITY BRANDS,84200,200,12.97M,30.81K,+0.2%,13.8%
62541M107,,MERIDIANLINK COMMON STOCK,724281,0,12.1M,0,NO CHANGE,12.9%
09239B109,BL,BLACKLINE,148620,0,9.9M,0,NO CHANGE,10.5%
40171V100,GWRE,GUIDEWIRE SOFTWARE,103848,0,7.37M,0,NO CHANGE,7.9%
698884103,PAR,PAR TECHNOLOGY,186237,0,6.98M,0,NO CHANGE,7.4%
17453B101,,FRONTIER COMMUNICATIONS PARENT,342209,-95081,8.06M,-2.24M,-21.7%,8.6%
16119P108,CHTR,CHARTER COMMUNICATIONS NEW CL A,5625,-5340,2.63M,-2.5M,-48.7%,2.8%
Total,,,,,93.84M,237.54K,+0.2%,100%
