CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,390307,309779,8.81M,6.99M,+384.7%,10.9%
85209W109,SPT,SPROUT SOCIAL INC,57686,57686,3.35M,3.35M,NEW,4.2%
68280L101,ONEW,ONEWATER MARINE INC,516579,67500,17.07M,2.23M,+15%,21.2%
67181A107,,OAK STR HEALTH INC,428200,1000,7.04M,16.44K,+0.2%,8.7%
47973J102,JYNT,JOINT CORP,203042,0,3.11M,0,NO CHANGE,3.9%
20717M103,CFLT,CONFLUENT INC,188381,-17999,4.38M,-418.3K,-8.7%,5.4%
530307305,LBRDK,LIBERTY BROADBAND CORP,61497,-8000,7.11M,-925.18K,-11.5%,8.8%
23804L103,DDOG,DATADOG INC,59316,-11010,5.65M,-1.05M,-15.7%,7%
58470H101,MED,MEDIFAST INC,87459,-6465,15.79M,-1.17M,-6.9%,19.6%
00402L107,ASO,ACADEMY SPORTS & OUTDOORS IN,169723,-50000,6.03M,-1.78M,-22.8%,7.5%
74340E103,PGNY,PROGYNY INC,75056,-143703,2.18M,-4.17M,-65.7%,2.7%
88339P101,REAL,THE REALREAL INC,0,-660000,0,-4.79M,CLOSE,0%
687793109,OSCR,OSCAR HEALTH INC,0,-572620,0,-5.71M,CLOSE,0%
20464U100,COMP,COMPASS INC,0,-2046248,0,-16.08M,CLOSE,0%
Total,,,,,80.52M,-23.5M,-17.4%,100%
