CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
146869102,CVNA,CARVANA CO,6150000,1150000,138.87M,25.97M,+23%,20%
H8088L103,SRAD,SPORTRADAR GROUP AG,3500000,1000000,27.65M,7.9M,+40%,4%
94419L101,W,WAYFAIR INC,3500000,0,152.46M,0,NO CHANGE,22%
194693107,CIGI,COLLIERS INTL GROUP INC,1000000,0,109.55M,0,NO CHANGE,15.8%
G2143T103,CMPR,CIMPRESS PLC,2358904,0,91.76M,0,NO CHANGE,13.2%
M5216V106,GLBE,GLOBAL E ONLINE LTD,2047005,0,41.29M,0,NO CHANGE,6%
G2007L105,,CAZOO GROUP LTD,3217390,-3660157,2.32M,-2.64M,-53.2%,0.33%
51818V106,LTCH,LATCH INC,0,-5689492,0,-24.29M,CLOSE,0%
03831W108,APP,APPLOVIN CORP,3740801,-1900846,128.83M,-65.47M,-33.7%,18.6%
Total,,,,,692.72M,-58.53M,-3.4%,100%
