CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
66981J102,MNSO,MINISO GROUP HLDG LTD,2937380,2907100,23.06M,22.82M,+9600.7%,19.8%
05278C107,ATHM,AUTOHOME INC,524000,524000,20.61M,20.61M,NEW,17.7%
91332U101,U,UNITY SOFTWARE INC,597100,416400,21.98M,15.33M,+230.4%,18.9%
482497104,BEKE,KE HLDGS INC,24500,24500,440K,440K,NEW,0.38%
01609W102,BABA,ALIBABA GROUP HLDG LTD,3800,3800,432K,432K,NEW,0.37%
48553T106,BZ,KANZHUN LIMITED,16370,16370,430K,430K,NEW,0.37%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,58700,44200,532K,400.59K,+304.8%,0.46%
47215P106,JD,JD.COM INC,5900,5900,379K,379K,NEW,0.33%
02079K305,GOOGL,ALPHABET INC,165,165,360K,360K,NEW,0.31%
518439104,EL,LAUDER ESTEE COS INC,1400,1400,357K,357K,NEW,0.31%
594918104,MSFT,MICROSOFT CORP,1260,1260,324K,324K,NEW,0.28%
98850P109,YUMC,YUM CHINA HLDGS INC,9000,4000,437K,194.22K,+80%,0.38%
254687106,DIS,DISNEY WALT CO,3370,1670,318K,157.58K,+98.2%,0.27%
64110W102,NTES,NETEASE INC,4100,1400,383K,130.78K,+51.9%,0.33%
67066G104,NVDA,NVIDIA CORPORATION,94030,-300,14.25M,-45.48K,-0.3%,12.2%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,212308,-700,17.36M,-57.22K,-0.3%,14.9%
00724F101,ADBE,ADOBE SYSTEMS INCORPORATED,40430,-40640,14.8M,-14.88M,-50.1%,12.7%
92763W103,VIPS,VIPSHOP HOLDINGS LIMITED,0,-2122000,0,-19.1M,CLOSE,0%
08862E109,BYND,BEYOND MEAT INC,0,-432480,0,-20.89M,CLOSE,0%
647581107,EDU,NEW ORIENTAL ED & TECHNOLOGY,0,-31861400,0,-36.64M,CLOSE,0%
Total,,,,,116.45M,-29.25M,-16.2%,100%
