CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03940F103,,ARCHAEA ENERGY INC,810000,0,12.58M,0,NO CHANGE,29.2%
049164205,,ATLAS AIR WORLDWIDE HLDGS IN,200000,0,12.34M,0,NO CHANGE,28.7%
03674X106,AR,ANTERO RESOURCES CORP,340000,0,10.42M,0,NO CHANGE,24.2%
86771W105,RUN,SUNRUN INC,0,-10000,0,-304K,CLOSE,0%
G9456A100,GLNG,GOLAR LNG LTD,340000,-275000,7.74M,-6.26M,-44.7%,18%
76117W109,,RESOLUTE FST PRODS INC,0,-860000,0,-11.1M,CLOSE,0%
65336K103,NXST,NEXSTAR MEDIA GROUP INC,0,-90000,0,-16.96M,CLOSE,0%
125269100,CF,CF INDS HLDGS INC,0,-260000,0,-26.8M,CLOSE,0%
61945C103,MOS,MOSAIC CO NEW,0,-410000,0,-27.27M,CLOSE,0%
Total,,,,,43.08M,-88.69M,-62%,100%
