CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
78468R663,BIL,SPDR SERIES TRUST,904458,625804,82.97M,57.4M,+224.6%,4.2%
29446Y502,EQX,EQUINOX GOLD CORP,9439892,4994734,54.42M,28.8M,+112.4%,2.7%
68390D106,OR,OR ROYALTIES INC.,3466973,806569,89.16M,20.74M,+30.3%,4.5%
G0378L100,AU,ANGLOGOLD ASHANTI PLC,753842,450333,34.35M,20.52M,+148.4%,1.7%
284902509,EGO,ELDORADO GOLD CORP NEW,1857365,995718,37.78M,20.25M,+115.6%,1.9%
784730103,SSRM,SSR MINING IN,1633510,1249476,20.81M,15.92M,+325.4%,1%
44955L106,IAUX,I-80 GOLD CORP,42060618,22359696,25.95M,13.79M,+113.5%,1.3%
351858105,FNV,FRANCO NEV CORP,311133,75135,51.01M,12.32M,+31.8%,2.6%
256827783,DVS,DOLLY VARDEN SILVER CORP,3111972,3111972,10.17M,10.17M,NEW,0.51%
26873J107,EMX,EMX RTY CORP,5630863,3802524,14.19M,9.58M,+208%,0.71%
962879102,WPM,WHEATON PRECIOUS METALS CORP,1118810,103856,100.56M,9.33M,+10.2%,5%
450913108,IAG,IAMGOLD CORP,7221729,1269692,53.09M,9.33M,+21.3%,2.7%
128030202,CALM,CAL MAINE FOODS INC,196410,64610,19.57M,6.44M,+49%,0.98%
423452101,HP,HELMERICH & PAYNE INC,977008,292735,14.81M,4.44M,+42.8%,0.74%
64440N103,NFGC,NEW FOUND GOLD CORP,3711122,2812722,5.3M,4.02M,+313.1%,0.27%
29258Y103,EXK,ENDEAVOUR SILVER CORP,2896789,725297,14.27M,3.57M,+33.4%,0.71%
003260106,PPLT,ABRDN PLATINUM ETF TRUST,36791,24323,4.52M,2.99M,+195.1%,0.23%
960413102,WLK,WESTLAKE CORPORATION,125000,35000,9.49M,2.66M,+38.9%,0.47%
44862P208,HYMC,HYCROFT MINING HOLDING CORP,730763,730763,2.29M,2.29M,NEW,0.11%
443628102,HBM,HUDBAY MINERALS INC,260844,197182,2.77M,2.09M,+309.7%,0.14%
91702V101,UROY,URANIUM RTY CORP,1574477,812249,3.94M,2.03M,+106.6%,0.2%
916896103,UEC,URANIUM ENERGY CORP,829776,272992,5.64M,1.86M,+49%,0.28%
885160101,THO,THOR INDS INC,95000,20000,8.44M,1.78M,+26.7%,0.42%
13321L108,CCJ,CAMECO CORP,132601,19519,9.84M,1.45M,+17.3%,0.49%
36117T100,FURY,FURY GOLD MINES LIMITED,2669434,2600370,1.24M,1.21M,+3765.2%,0.06%
38059T106,GFI,GOLD FIELDS LTD,58938,48631,1.4M,1.15M,+471.8%,0.07%
85208J109,FUND,SPROTT FOCUS TR INC,15079327,146509,112.75M,1.1M,+1%,5.6%
G65431127,NE,NOBLE CORP PLC,40635,40635,1.08M,1.08M,NEW,0.05%
83056P715,SKE,SKEENA RES LTD NEW,1142223,65857,18.18M,1.05M,+6.1%,0.91%
464286400,EWZ,ISHARES INC,35500,35500,1.02M,1.02M,NEW,0.05%
Y10230103,BWLP,BW LPG LTD,79000,79000,934.57K,934.57K,NEW,0.05%
Y2106R110,LPG,DORIAN LPG LTD,42165,32165,1.03M,784.18K,+321.6%,0.05%
921078101,OUNZ,VANECK MERK GOLD ETF,43798,23875,1.4M,761.37K,+119.8%,0.07%
003264108,SIVR,ABRDN SILVER ETF TRUST,36792,22029,1.27M,758.02K,+149.2%,0.06%
71654V408,PBR,PETROLEO BRASILEIRO SA PETRO,46555,46555,582.4K,582.4K,NEW,0.03%
37954Y830,COPX,GLOBAL X FDS,12435,12435,559.58K,559.58K,NEW,0.03%
867224107,SU,SUNCOR ENERGY INC NEW,14079,14079,527.26K,527.26K,NEW,0.03%
125269100,CF,CF INDS HLDGS INC,203860,5555,18.76M,511.06K,+2.8%,0.94%
15135U109,CVE,CENOVUS ENERGY INC,37525,37525,510.34K,510.34K,NEW,0.03%
46500E867,ISOU,ISOENERGY LTD,70618,70618,505.05K,505.05K,NEW,0.03%
Y41053102,INSW,INTERNATIONAL SEAWAYS INC,21232,12450,774.54K,454.18K,+141.8%,0.04%
Y2990R101,HAFN,HAFNIA LTD,90420,90420,451.2K,451.2K,NEW,0.02%
45826T509,ITRG,INTEGRA RES CORP,766938,265890,1.15M,398.93K,+53.1%,0.06%
296006109,ERO,ERO COPPER CORP,769385,21200,12.97M,357.26K,+2.8%,0.65%
G9108L173,TEN,TSAKOS ENERGY NAVIGATION LTD,17700,17700,339.66K,339.66K,NEW,0.02%
