CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92244F109,,VECTOIQ ACQUISITION CORP II,440824,395000,4.35M,3.9M,+862%,1.3%
G9460A104,,VECTOR ACQUISITION CORP II,300000,300000,2.97M,2.97M,NEW,0.9%
G7008B105,,PERIDOT ACQUISITION CORP II,221492,200000,2.2M,1.98M,+930.6%,0.67%
G2284B101,,COLONNADE ACQUISITION CORP I,100000,100000,992K,992K,NEW,0.3%
34964G107,,FORTRESS VALUE ACQUIS CORP I,65819,50000,652K,495.3K,+316.1%,0.2%
117043109,BC,BRUNSWICK CORP,7000,7000,458K,458K,NEW,0.14%
24703L202,DELL,DELL TECHNOLOGIES INC,12000,12000,410K,410K,NEW,0.12%
465712115,,MONDEE HOLDINGS INC,100000,100000,64K,64K,NEW,0.02%
G07031100,,BABYLON HLDGS LTD,5966,5966,3K,3K,NEW,<.01%
85021Q116,SBIGW,SPRINGBIG HOLDINGS INC,30400,30400,2K,2K,NEW,<.01%
68829A103,,OSIRIS ACQUISITION CORP,2275000,0,22.26M,0,NO CHANGE,6.8%
76155Y108,,REVOLUTION HEALTHCAR AQ CORP,2012519,0,19.76M,0,NO CHANGE,6%
G28315102,,DRAGONEER GROWTH OPT CORP II,1341067,0,13.13M,0,NO CHANGE,4%
51477A104,,LANDCADIA HOLDINGS IV INC,1282376,0,12.59M,0,NO CHANGE,3.8%
482506102,,KHOSLA VENTURES ACQUT CO III,1132805,0,11.08M,0,NO CHANGE,3.4%
G9460M108,,WARBURG PINCUS CAPTAL CORP I,939982,0,9.32M,0,NO CHANGE,2.8%
66573W107,,NORTHERN STAR INVSTMNT CORP,924712,0,9.13M,0,NO CHANGE,2.8%
G8990D125,,TPG PACE BEN FIN CORP,610710,0,6.12M,0,NO CHANGE,1.9%
44487N109,,HUMANCO ACQUISITION CORP,609165,0,6.06M,0,NO CHANGE,1.8%
G4940J114,,ION ACQUISITION CORP 3 LTD,613531,0,6.06M,0,NO CHANGE,1.8%
G8704C124,,TCV ACQUISITION CORP,616452,0,6.04M,0,NO CHANGE,1.8%
G5709C109,,MSD ACQUISITION CORP,553758,0,5.49M,0,NO CHANGE,1.7%
G0371B109,,ALTIMETER GROWTH CORP 2,529226,0,5.25M,0,NO CHANGE,1.6%
