CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
14161W105,CDLX,CARDLYTICS INC,643906,643906,6.05M,6.05M,NEW,9.4%
146869102,CVNA,CARVANA CO,572187,181880,11.62M,3.69M,+46.6%,18.1%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,9454,9454,1.35M,1.35M,NEW,2.1%
74340E103,PGNY,PROGYNY INC,103856,28800,3.85M,1.07M,+38.4%,6%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,184433,184433,574K,574K,NEW,0.89%
47973J102,JYNT,JOINT CORP,231716,28674,3.64M,450.44K,+14.1%,5.7%
68280L101,ONEW,ONEWATER MARINE INC,521579,5000,15.71M,150.55K,+1%,24.5%
530307305,LBRDK,LIBERTY BROADBAND CORP,51747,-9750,3.82M,-719.56K,-15.9%,5.9%
20717M103,CFLT,CONFLUENT INC,154081,-34300,3.66M,-815.42K,-18.2%,5.7%
85209W109,SPT,SPROUT SOCIAL INC,41104,-16582,2.49M,-1.01M,-28.7%,3.9%
00402L107,ASO,ACADEMY SPORTS & OUTDOORS IN,104723,-65000,4.42M,-2.74M,-38.3%,6.9%
67181A107,,OAK STR HEALTH INC,285700,-142500,7M,-3.49M,-33.3%,10.9%
23804L103,DDOG,DATADOG INC,0,-59316,0,-5.65M,CLOSE,0%
58470H101,MED,MEDIFAST INC,0,-87459,0,-15.79M,CLOSE,0%
Total,,,,,64.19M,-16.87M,-21%,100%
