CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
98462Y100,,YAMANA GOLD INC,424083,424083,1.92M,1.92M,NEW,0.82%
84790A105,SPB,SPECTRUM BRANDS HOLDINGS INC,541057,43394,21.12M,1.69M,+8.7%,9%
G27358103,DESP,DESPEGAR.COM CORP,2379680,119470,13.56M,680.97K,+5.3%,5.8%
962879102,WPM,WHEATON PRECIOUS METALS CORP,945605,5705,30.6M,184.62K,+0.6%,13%
112585104,,BROOKFIELD ASSET MANAGE-CL A,187860,0,7.68M,0,NO CHANGE,3.3%
126402106,CSW,CSW INDUSTRIALS INC,19664,0,2.36M,0,NO CHANGE,1%
140501107,CSWC,CAPITAL SOUTHWEST CORP,125820,0,2.13M,0,NO CHANGE,0.91%
G16169107,9JG.SG,BROOKFIELD ASSET MANAGEMEN-A,1476,0,60K,0,NO CHANGE,0.03%
P31076105,CPA,COPA HOLDINGS SA-CLASS A,25093,-904,1.68M,-60.56K,-3.5%,0.71%
47233W109,JEF,JEFFERIES FINANCIAL GROUP IN,1132133,-29466,33.4M,-869.25K,-2.5%,14.2%
67077M108,NTR,NUTRIEN LTD,307074,-50234,25.6M,-4.19M,-14.1%,10.9%
13321L108,CCJ,CAMECO CORP,970645,-255226,25.73M,-6.77M,-20.8%,10.9%
G0457F107,ARCO,ARCOS DORADOS HOLDINGS INC-A,4242827,-1536116,30.93M,-11.2M,-26.6%,13.1%
88642R109,TDW,TIDEWATER INC,1771854,-639469,38.45M,-13.88M,-26.5%,16.3%
Total,,,,,235.22M,-32.48M,-11.5%,100%
