CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
02079K305,GOOGL,ALPHABET INC,135788,128566,12.99M,12.3M,+1780.2%,13%
771049103,RBLX,ROBLOX CORP,138161,0,4.95M,0,NO CHANGE,4.9%
37611X100,DNA.MX,GINKGO BIOWORKS HOLDINGS INC,1054343,0,3.29M,0,NO CHANGE,3.3%
037833100,AAPL,APPLE INC,112775,-5767,15.59M,-797.02K,-4.9%,15.6%
81762P102,NOW,SERVICENOW INC,28834,-2179,10.89M,-822.81K,-7%,10.9%
023135106,AMZN,AMAZON COM INC,109252,-7312,12.35M,-826.22K,-6.3%,12.3%
67066G104,NVDA,NVIDIA CORPORATION,83460,-6855,10.13M,-832.11K,-7.6%,10.1%
79466L302,CRM,SALESFORCE INC,63158,-5813,9.09M,-836.17K,-8.4%,9.1%
594918104,MSFT,MICROSOFT CORP,57838,-3614,13.47M,-841.67K,-5.9%,13.5%
573874104,MRVL,MARVELL TECHNOLOGY INC,170302,-19631,7.31M,-842.41K,-10.3%,7.3%
Total,,,,,100.04M,6.5M,+5.6%,100%
