CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464288513,HYG,ISHARES TR,129201,129201,9.22M,9.22M,NEW,6.5%
G32219100,,HPX CORP,2150000,0,21.33M,0,NO CHANGE,15%
G9460N106,,VALOR LATITUDE ACQUISITN COR,1100000,0,10.85M,0,NO CHANGE,7.6%
G5S74L106,,MELI KASZEK PIONEER CORP,300000,0,2.96M,0,NO CHANGE,2.1%
G32219126,,HPX CORP,1075000,0,258K,0,NO CHANGE,0.18%
G9460N122,,VALOR LATITUDE ACQUISITN COR,366666,0,38K,0,NO CHANGE,0.03%
G6683N103,NU,NU HLDGS LTD,0,-222306,0,-831K,CLOSE,0%
465562106,ITUB,ITAU UNIBANCO HLDG S A,0,-751713,0,-3.22M,CLOSE,0%
G0316P130,ASPC,ALPHA CAPITAL ACQUISITION CO,0,-740463,0,-7.32M,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,40363,-11391,33.41M,-9.43M,-22%,23.6%
G98239109,XP,XP INC,3355628,-1536102,63.79M,-29.2M,-31.4%,45%
Total,,,,,141.86M,-40.77M,-24.3%,100%
