CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
10576N102,BRZE,BRAZE INC,442892,442892,15.43M,15.43M,NEW,4.4%
358054104,FRSH,FRESHWORKS INC,6063870,0,78.65M,0,NO CHANGE,22.2%
833445109,SNOW,SNOWFLAKE INC,269821,0,45.86M,0,NO CHANGE,13%
23804L103,DDOG,DATADOG,447832,0,39.76M,0,NO CHANGE,11.2%
81141R100,SE,SEA LTD,608445,0,34.1M,0,NO CHANGE,9.6%
82509L107,SHOP,SHOPIFY INC,1242200,0,33.47M,0,NO CHANGE,9.5%
852234103,XYZ,BLOCK INC,589353,0,32.41M,0,NO CHANGE,9.2%
90138F102,TWLO,TWILIO INC,387907,0,26.82M,0,NO CHANGE,7.6%
G8T10C122,,TIO TECH A,2000000,0,19.76M,0,NO CHANGE,5.6%
94419L101,W,WAYFAIR INC,363120,0,11.82M,0,NO CHANGE,3.3%
25809K105,DASH,DOORDASH,181250,0,8.96M,0,NO CHANGE,2.5%
146869102,CVNA,CARVANA CO,334355,0,6.79M,0,NO CHANGE,1.9%
G06242104,TEAM.MX,ATLASSIAN CORP PLC,0,-92336,0,-17.3M,CLOSE,0%
22788C105,CRWD,CROWDSTRIKE,0,-111500,0,-18.79M,CLOSE,0%
Total,,,,,353.82M,-20.67M,-5.2%,100%
