CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
01609W102,BABA,Alibaba Group Holding Ltd,295400,295400,23.63M,23.63M,NEW,18.2%
747525103,QCOM,Qualcomm Inc,171600,171600,19.39M,19.39M,NEW,14.9%
88160R101,TSLA,Tesla Inc,40700,40700,10.8M,10.8M,NEW,8.3%
722304102,PDD,Pinduoduo Inc,157700,157700,9.87M,9.87M,NEW,7.6%
89677Q107,TCOM,Trip.com Group Ltd,285000,285000,7.78M,7.78M,NEW,6%
464287523,SOXX,iShares TR,18421,18421,5.87M,5.87M,NEW,4.5%
92561V109,RBOT,Vicarious Surgical Inc,1304600,0,4.37M,0,NO CHANGE,3.4%
00851L103,API,Agora Inc,1142412,0,4.15M,0,NO CHANGE,3.2%
78397Q109,SES,SES AI Corp,500000,0,2.44M,0,NO CHANGE,1.9%
83193E102,EM,Smart Share Global Ltd,1583200,0,1.11M,0,NO CHANGE,0.85%
23344D108,DADA,Dada Nexus Ltd,1149719,-46900,5.44M,-221.83K,-3.9%,4.2%
482497104,BEKE,Ke Holdings Inc,1307808,-83338,22.91M,-1.46M,-6%,17.6%
48553T106,BZ,Kanzhun Limited,64945,-169000,1.1M,-2.85M,-72.2%,0.84%
038222105,AMAT,Applied Materials Inc,0,-48020,0,-4.37M,CLOSE,0%
N07059210,ASML,ASML Holding NV,0,-18900,0,-8.99M,CLOSE,0%
98422D105,XPEV,Xpeng Inc,0,-699800,0,-22.21M,CLOSE,0%
512807108,LRCX.MX,Lam Research Corp,30473,-62699,11.15M,-22.95M,-67.3%,8.6%
50202M102,LI,Li Auto Inc,0,-834150,0,-31.96M,CLOSE,0%
Total,,,,,130M,-17.68M,-10.8%,100%
