CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,35000,35000,4.75M,4.75M,NEW,4.6%
90138F102,TWLO,TWILIO INC,67000,67000,4.63M,4.63M,NEW,4.5%
552953101,MGM,MGM RESORTS INTERNATIONAL,150000,150000,4.46M,4.46M,NEW,4.3%
361008105,FNKO,FUNKO INC,457592,189706,9.25M,3.84M,+70.8%,9%
M7S64H106,MNDY,MONDAY COM LTD,47750,30750,5.41M,3.49M,+180.9%,5.3%
70451X104,PAYO,PAYONEER GLOBAL INC,2531222,509866,15.31M,3.08M,+25.2%,14.9%
64110L106,NFLX,NETFLIX INC,10000,10000,2.35M,2.35M,NEW,2.3%
44891N208,PPLI,IAC INC,149155,21000,8.26M,1.16M,+16.4%,8%
N14506104,ESTC,ELASTIC N V,149602,5000,10.73M,358.69K,+3.5%,10.4%
81686C104,SEMR,SEMRUSH HLDGS INC,366950,0,4.11M,0,NO CHANGE,4%
70451X112,,PAYONEER GLOBAL INC,1306124,0,1.61M,0,NO CHANGE,1.6%
G9889V101,ZENV,ZENVIA INC,650263,0,1.05M,0,NO CHANGE,1%
N97284108,NBIS,YANDEX N V,105000,0,994K,0,NO CHANGE,0.97%
M8744T114,TBLAW,TABOOLA.COM LTD,533544,0,196K,0,NO CHANGE,0.19%
226718104,CRTO,CRITEO S A,510130,-21786,13.79M,-588.88K,-4.1%,13.4%
76010Y103,RENT,RENT THE RUNWAY INC,0,-410000,0,-1.26M,CLOSE,0%
37637K108,GTLB,GITLAB INC,0,-35000,0,-1.86M,CLOSE,0%
00436Q106,ACEL,ACCEL ENTERTAINMENT INC,697818,-260268,5.45M,-2.03M,-27.2%,5.3%
88339P101,REAL,THE REALREAL INC,0,-845000,0,-2.1M,CLOSE,0%
00183L102,,ANGI INC,0,-612636,0,-2.81M,CLOSE,0%
83001A102,,SIX FLAGS ENTMT CORP NEW,0,-160000,0,-3.47M,CLOSE,0%
03769M106,APO,APOLLO GLOBAL MGMT INC,101000,-130000,4.7M,-6.05M,-56.3%,4.6%
62482R107,COOP,MR COOPER GROUP INC,0,-183998,0,-6.76M,CLOSE,0%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,116750,-147750,5.78M,-7.31M,-55.9%,5.6%
Total,,,,,102.83M,-6.12M,-5.7%,100%
